name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,pageAsText,speciesAuthor,collectionNumber,collectorTeam,typeLocations,collectionDate1,locality,referenceRemarks,remarks,typeCoordinates,originalTaxonDistribution,basionymAuthorStr,nameStatus,typeNote,originalRemarks,otherLinks,nameStatusType,bibliographicReference,typeChosenBy,typeRemarks
Hypericum_brasiliense,Choisy,Choisy,,spec.,/n/278573-2,Clusiaceae,Hypericum,brasiliense,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1824,mid Jan 1824,1: 547,1051-2,citation,Prodr. [A. P. de Candolle] 1: 547. 1824 [mid Jan 1824] ,FALSE,TRUE,1.10,278573-2,urn:lsid:ipni.org:names:278573-2,wfo-0001296104,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/154503&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,154503,NA,1,C.Gaudichaud-Beaupré,neotype G,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum_linoides,A.St.-Hil.,A.St.-Hil.,,spec.,/n/317536-2,Clusiaceae,Hypericum,linoides,tax. nov.,"Garapuita, Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,,Fl. Bras. Merid. (A. St.-Hil.).,1828,NA,1: 333,8262-2,citation,Fl. Bras. Merid. (A. St.-Hil.). 1: 333. 1828 ,FALSE,TRUE,1.5,317536-2,urn:lsid:ipni.org:names:317536-2,wfo-0001295714,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=333&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/45474&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,2575,A.F.C.P.de Saint-Hilaire,null P,NA,NA,NA,[Gandhi 22 Mar 1999] The type information is from C. R. Jiménez (Mem. Soc. Ci. Nat. La Salle 33: 126. 1973).,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum_megapotamicum,Malme,Malme,,spec.,/n/126277-2,Clusiaceae,Hypericum,megapotamicum,tax. nov.,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,,Ark. Bot.,1930,NA,"23A, no. 4: 17, fig. 1, a",536-2,citation,"Ark. Bot. 23A, no. 4: 17, fig. 1, a. 1930 ",FALSE,TRUE,1.4,126277-2,urn:lsid:ipni.org:names:126277-2,wfo-0001268424,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum_microlicioides,L.B.Sm.,L.B.Sm.,,spec.,/n/126282-2,Clusiaceae,Hypericum,microlicioides,tax. nov.,"Santa Catarina (Brazil, Southern America)",FALSE,FALSE,TRUE,,J. Wash. Acad. Sci.,1958,NA,"48: 311, fig. 1g-i",686-2,citation,"J. Wash. Acad. Sci. 48: 311, fig. 1g-i. 1958 ",FALSE,TRUE,1.4,126282-2,urn:lsid:ipni.org:names:126282-2,wfo-0001254148,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1958&rft.spage=311&rft.volume=48&rft_id=http://www.biodiversitylibrary.org/bibliography/2087&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum_pedersenii,N.Robson,N.Robson,,spec.,/n/278616-2,Clusiaceae,Hypericum,pedersenii,tax. nov.,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,,"Bull. Brit. Mus. (Nat. Hist.), Bot.",1990,NA,20: 72,1955-2,citation,"Bull. Brit. Mus. (Nat. Hist.), Bot. 20: 72. 1990 ",FALSE,TRUE,1.5,278616-2,urn:lsid:ipni.org:names:278616-2,wfo-0000728085,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1990&rft.spage=72&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/2198&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,11972,Pedersen (Braz.),holotype BM,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum_petiolatum,L.,L.,,spec.,/n/126311-2,Clusiaceae,Hypericum,petiolatum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Sp. Pl., ed. 2.",1763,Aug 1763,2: 1102 (-1103),1304-2,citation,"Sp. Pl., ed. 2. 2: 1102 (-1103). 1763 [Aug 1763] ",FALSE,TRUE,1.3.2.1.1.2,126311-2,urn:lsid:ipni.org:names:126311-2,wfo-0001241290,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1763&rft.spage=1102&rft.volume=2&rft_id=http://www.biodiversitylibrary.org/bibliography/11179&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum_pleiostylum,C.Rodr.Jim.,C.Rodr.Jim.,,spec.,/n/317527-2,Clusiaceae,Hypericum,pleiostylum,tax. nov.,"Caldas, Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Mem. Soc. Ci. Nat. La Salle,1973,NA,"33: 118, fig 6 E, 13 C",2515-2,citation,"Mem. Soc. Ci. Nat. La Salle 33: 118, fig 6 E, 13 C. 1973 ",FALSE,TRUE,1.4,317527-2,urn:lsid:ipni.org:names:317527-2,wfo-0001296184,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,III 1732,A.F.Regnell,holotype UPS,NA,NA,NA,[Gandhi 22 Mar 1999],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum_pleiostylum,C.Rodr.Jim.,C.Rodr.Jim.,,spec.,/n/928399-1,Clusiaceae,Hypericum,pleiostylum,tax. nov.,Brazil.,FALSE,FALSE,FALSE,,Mem. Soc. Cienc. Nat. La Salle,1973,1973,33(94–95): 118 (1973),NA,citation,Mem. Soc. Cienc. Nat. La Salle 33(94–95): 118 (1973). ,FALSE,TRUE,1.1.2.1.1.4,928399-1,urn:lsid:ipni.org:names:928399-1,NA,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum_salvadorense,N.Robson,N.Robson,,spec.,/n/278630-2,Clusiaceae,Hypericum,salvadorense,tax. nov.,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,,"Bull. Brit. Mus. (Nat. Hist.), Bot.",1990,NA,20: 79,1955-2,citation,"Bull. Brit. Mus. (Nat. Hist.), Bot. 20: 79. 1990 ",FALSE,TRUE,1.5,278630-2,urn:lsid:ipni.org:names:278630-2,wfo-0001296191,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1990&rft.spage=79&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/2198&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,734,J.Eugenio Leite,holotype NY,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hypericum_sellowianum,R.Keller,R.Keller,,spec.,/n/278631-2,Clusiaceae,Hypericum,sellowianum,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1923,1 Apr 1923,58(3): 195,553-2,citation,Bot. Jahrb. Syst. 58(3): 195. 1923 [1 Apr 1923] ,FALSE,TRUE,1.6,278631-2,urn:lsid:ipni.org:names:278631-2,wfo-0001295728,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1923&rft.issue=3&rft.spage=195&rft.volume=58&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,468,F.Sellow,holotype B - F;isotype GH;isotype NY - photographs,NA,NA,NA,NA,,NA,NA,NA,"Robson, Bull. Br. Mus. nat. Hist. (Bot.) 20: 54.  1990",NA,NA,NA,NA,NA,NA
Hypericum_subliberum,L.B.Sm.,L.B.Sm.,,spec.,/n/126371-2,Clusiaceae,Hypericum,subliberum,tax. nov.,"Santa Catarina (Brazil, Southern America)",FALSE,FALSE,TRUE,,J. Wash. Acad. Sci.,1958,NA,"48: 311, fig. 1a-f",686-2,citation,"J. Wash. Acad. Sci. 48: 311, fig. 1a-f. 1958 ",FALSE,TRUE,1.4,126371-2,urn:lsid:ipni.org:names:126371-2,wfo-0001268397,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1958&rft.spage=311&rft.volume=48&rft_id=http://www.biodiversitylibrary.org/bibliography/2087&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_abdita,Saddi,Saddi,,spec.,/n/279174-2,Clusiaceae,Kielmeyera,abdita,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kew Bull.,1987,4 Apr 1987,"42(1): 221 (-223), fig.",987-2,citation,"Kew Bull. 42(1): 221 (-223), fig. 1987 [4 Apr 1987] ",FALSE,TRUE,1.3.1.2,279174-2,urn:lsid:ipni.org:names:279174-2,wfo-0001279174,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,1228,N.Saddi,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_albopunctata,Saddi,Saddi,,spec.,/n/279176-2,Clusiaceae,Kielmeyera,albopunctata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Rodriguésia,1984,NA,"36(60): 61, fig",1167-2,citation,"Rodriguésia 36(60): 61, fig. 1984 ",FALSE,TRUE,1.3,279176-2,urn:lsid:ipni.org:names:279176-2,wfo-0001296110,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,ES-15,N.Saddi,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_altissima,Saddi,Saddi,,spec.,/n/279177-2,Clusiaceae,Kielmeyera,altissima,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bradea,1987,NA,"4: 341, fig",1276-2,citation,"Bradea 4: 341, fig. 1987 ",FALSE,TRUE,1.3,279177-2,urn:lsid:ipni.org:names:279177-2,wfo-0000356278,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,86,E.P.Heringer,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_amplexicaulis,S.Moore,S.Moore,,spec.,/n/133416-2,Clusiaceae,Kielmeyera,amplexicaulis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Trans. Linn. Soc. London, Bot.",1895,NA,"ser. 2, 4: 311",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 311. 1895 ",FALSE,TRUE,1.3,133416-2,urn:lsid:ipni.org:names:133416-2,wfo-0001295811,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_anisosepala,Saddi,Saddi,,spec.,/n/279178-2,Clusiaceae,Kielmeyera,anisosepala,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kew Bull.,1984,25 Oct 1984,"39(4): 732 (-734), fig.",987-2,citation,"Kew Bull. 39(4): 732 (-734), fig. 1984 [25 Oct 1984] ",FALSE,TRUE,1.3.1.2,279178-2,urn:lsid:ipni.org:names:279178-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,9247,R.P.Martins,holotype UEC,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_appariciana,Saddi,Saddi,,spec.,/n/279179-2,Clusiaceae,Kielmeyera,appariciana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kew Bull.,1984,25 Oct 1984,"39(4): 738, fig.",987-2,citation,"Kew Bull. 39(4): 738, fig. 1984 [25 Oct 1984] ",FALSE,TRUE,1.3.1.2,279179-2,urn:lsid:ipni.org:names:279179-2,wfo-0001279175,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,9097,Duarte,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_aureovinosa,M.Gomes,M.Gomes,,spec.,/n/77136121-1,Clusiaceae,Kielmeyera,aureovinosa,tax. nov.,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Rodriguésia,2012,NA,63(4): 1158,1167-2,citation,Rodriguésia 63(4): 1158. 2012 ,FALSE,TRUE,1.1,77136121-1,urn:lsid:ipni.org:names:77136121-1,wfo-0001318655,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,1053,M.Gomes,holotype RFA;isotype RB;isotype UEC,5 Jan 2011,"São José do Vale do Rio Preto, próximo ao Rio Preto, 612 m",NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_bifaria,Saddi,Saddi,,spec.,/n/279180-2,Clusiaceae,Kielmeyera,bifaria,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Kew Bull.,1987,4 Apr 1987,"42(1): 223, fig.",987-2,citation,"Kew Bull. 42(1): 223, fig. 1987 [4 Apr 1987] ",FALSE,TRUE,1.3.1.2,279180-2,urn:lsid:ipni.org:names:279180-2,wfo-0000356270,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,MG-27,N.Saddi,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_cataractae,R.J.Trad,R.J.Trad,,spec.,/n/77208710-1,Clusiaceae,Kielmeyera,cataractae,tax. nov.,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Bot.,2020,25 Feb 2020,45(1): 104,1295-2,citation,Syst. Bot. 45(1): 104. 2020 [25 Feb 2020] [epublished],FALSE,TRUE,1.1,77208710-1,urn:lsid:ipni.org:names:77208710-1,wfo-1000023343,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,657,R.J.Trad &amp; L.A.Oliveira,holotype UEC 191049;isotype BHCB;isotype MO;isotype RB;isotype GH,23 Jan 2018,"Fundão, Estrada para o parque Goiapaba-açu, propriedade do Sr. Antonio Schaffer, 508 m",[epublished],doi:10.1600/036364420X15801369352360,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_colibri,R.J.Trad,R.J.Trad,,spec.,/n/77208711-1,Clusiaceae,Kielmeyera,colibri,tax. nov.,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Syst. Bot.,2020,25 Feb 2020,45(1): 104,1295-2,citation,Syst. Bot. 45(1): 104. 2020 [25 Feb 2020] [epublished],FALSE,TRUE,1.2,77208711-1,urn:lsid:ipni.org:names:77208711-1,wfo-1000023344,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,636,R.J.Trad &amp; L.A.Oliveira,holotype UEC 191054;isotype ALCB;isotype BHCB;isotype GH;isotype MBML;isotype MO;isotype NYBG;isotype RB;isotype SPF;isotype UB;isotype UEC 191055,18 Jan 2018,"Santa Teresa, Estação Biológica Santa Lúcia, entre a trilha Indaia-açu e o início da trilha da cachoeira",[epublished],"doi:10.1600/036364420X15801369352360 The specific epithet colibri means hummingbird in Portuguese. Santa Teresa, where the type specimen was collected, is also known as terra doce dos colibris not only because these birds are indeed abundant there but also because Augusto Ruschi lived in Santa Teresa and studied the hummingbirds from there throughout his life.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_coriacea,Mart. & Zucc.,Mart. & Zucc.,,spec.,/n/328452-2,Clusiaceae,Kielmeyera,coriacea,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Flora,1825,14 Jan 1825,8: 30 (-31),648-2,citation,Flora 8: 30 (-31). 1825 [14 Jan 1825] ,FALSE,TRUE,1.3,328452-2,urn:lsid:ipni.org:names:328452-2,wfo-0001296075,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.spage=30&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martius (Nov. Gen. Sp. 1: 112. 1826) republished this name (isonym),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_coriacea,Mart.,Mart.,,spec.,/n/828950-1,Clusiaceae,Kielmeyera,coriacea,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Nov. Gen. Sp. Pl. (Martius),1826,1824 publ. Jan-Mar 1826,1(4): 112,16214-2,citation,Nov. Gen. Sp. Pl. (Martius) 1(4): 112. 1826 [1824 publ. Jan-Mar 1826] ,FALSE,TRUE,1.3.2.1.1.1,828950-1,urn:lsid:ipni.org:names:828950-1,wfo-0000356264,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.issue=4&rft.spage=112&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,BraS,later publication of:Clusiaceae Kielmeyera coriacea Mart. & Zucc.,NA,NA,NA,NA
Kielmeyera_corymbosa,Mart. & Zucc.,Mart. & Zucc.,,spec.,/n/328453-2,Clusiaceae,Kielmeyera,corymbosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Flora,1825,14 Jan 1825,8: 31,648-2,citation,Flora 8: 31. 1825 [14 Jan 1825] ,FALSE,TRUE,1.3,328453-2,urn:lsid:ipni.org:names:328453-2,wfo-0001269829,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1825&rft.spage=31&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/64&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martius (Nov. Gen. Sp. 1: 113, t. 72. 1826) republished this name (isonym)",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_corymbosa,Mart.,Mart.,,spec.,/n/828951-1,Clusiaceae,Kielmeyera,corymbosa,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Nov. Gen. Sp. Pl. (Martius),1826,1824 publ. Jan-Mar 1826,"1(4): 113, t. 72",16214-2,citation,"Nov. Gen. Sp. Pl. (Martius) 1(4): 113, t. 72. 1826 [1824 publ. Jan-Mar 1826] ",FALSE,TRUE,1.3.2.1.1.1,828951-1,urn:lsid:ipni.org:names:828951-1,NA,FALSE,TRUE,TRUE,TRUE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1826&rft.issue=4&rft.spage=113&rft.volume=1&rft_id=http://www.biodiversitylibrary.org/bibliography/450&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,Bras,later publication of:Clusiaceae Kielmeyera corymbosa Mart. & Zucc.,NA,NA,NA,NA
Kielmeyera_cuspidata,Saddi,Saddi,,spec.,/n/279188-2,Clusiaceae,Kielmeyera,cuspidata,tax. nov.,"Serra do Sincorá, Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,,Kew Bull.,1984,25 Oct 1984,"39(4): 732, fig.",987-2,citation,"Kew Bull. 39(4): 732, fig. 1984 [25 Oct 1984] ",FALSE,TRUE,1.3.1.2,279188-2,urn:lsid:ipni.org:names:279188-2,wfo-0001279176,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,15920,R.M.Harley et al.,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_decipiens,Saddi,Saddi,,spec.,/n/928736-1,Clusiaceae,Kielmeyera,decipiens,tax. nov.,Brazil.,FALSE,FALSE,TRUE,,Rodriguésia,1984,1984,36(60): 60 (1984),1167-2,citation,Rodriguésia 36(60): 60 (1984). ,FALSE,TRUE,1.5,928736-1,urn:lsid:ipni.org:names:928736-1,wfo-0000356357,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_decipines,Saddi,Saddi,,spec.,/n/279189-2,Clusiaceae,Kielmeyera,decipines,tax. nov.,Brazil (Southern America),FALSE,FALSE,FALSE,,Rodriguésia,1984,NA,"36(60): 60 (-61), fig",1167-2,citation,"Rodriguésia 36(60): 60 (-61), fig. 1984 ",FALSE,TRUE,1.2,279189-2,urn:lsid:ipni.org:names:279189-2,wfo-0000357909,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,919,Handro,holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_doceana,R.J.Trad,R.J.Trad,,spec.,/n/77208712-1,Clusiaceae,Kielmeyera,doceana,tax. nov.,"Espírito Santo (Brazil Southeast, Brazil, Southern America);Minas Gerais (Brazil Southeast, Brazil, Southern America);",FALSE,FALSE,TRUE,,Syst. Bot.,2020,25 Feb 2020,45(1): 107,1295-2,citation,Syst. Bot. 45(1): 107. 2020 [25 Feb 2020] [epublished],FALSE,TRUE,1.1,77208712-1,urn:lsid:ipni.org:names:77208712-1,wfo-1000023345,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,5058,A.P.Fontana et al.,holotype MBML 00021814;isotype UEC 104890,27 Apr 2008,"Espírito Santo: Água Doce do Norte, Córrego Havaí, afloramento rochoso para torre de celular/rampa de voo livre",[epublished],doi:10.1600/036364420X15801369352360,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_elata,Saddi,Saddi,,spec.,/n/279191-2,Clusiaceae,Kielmeyera,elata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bradea,1984,NA,"4: 28(-30), fig",1276-2,citation,"Bradea 4: 28(-30), fig. 1984 ",FALSE,TRUE,1.3,279191-2,urn:lsid:ipni.org:names:279191-2,wfo-0000356359,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,1044,"R.P.Belém, M.Magalhaes",holotype RB,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_fatimae,R.J.Trad,R.J.Trad,,spec.,/n/77191235-1,Clusiaceae,Kielmeyera,fatimae,tax. nov.,"Espírito Santo (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Novon,2018,5 Jun 2018,26(2): 169,14256-2,citation,Novon 26(2): 169. 2018 [5 Jun 2018] [epublished],FALSE,TRUE,1.2,77191235-1,urn:lsid:ipni.org:names:77191235-1,wfo-0001318656,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=2018&rft.issue=2&rft.spage=169&rft.volume=26&rft_id=http://www.biodiversitylibrary.org/bibliography/744&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,547,R.J.Trad &amp; M.F.D.J.Trad,holotype UEC 196222;isotype MO,12 Dec 2014,"Santa Teresa, Reserva Biológica Santa Lúcia, Trilha Indaiaçu, margem esqueda na subida, 678 m",[epublished],"doi:10.3417/2018039 The specific epithet honours Maria de Fátima Dias Jorge Trad, mother of the first author.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_ferruginosa,A.P.B.Santos & R.J.Trad,A.P.B.Santos & R.J.Trad,,spec.,/n/77149056-1,Clusiaceae,Kielmeyera,ferruginosa,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2015,4 Aug 2015,221(3): 289,20011462-1,citation,Phytotaxa 221(3): 289. 2015 [4 Aug 2015] [epublished],FALSE,TRUE,1.1.2.1,77149056-1,urn:lsid:ipni.org:names:77149056-1,wfo-0001318637,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,136,"R.J.Trad, L.S.Kato, R.Morokawa &amp; L.Daneu",holotype UEC;isotype HUEFS;isotype RB,9 Apr 2014,"Una, km 38 of the highway BA-001",[epublished],doi:10.11646/phytotaxa.221.3.6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kielmeyera_gracilis,Wawra,Wawra,,spec.,/n/133427-2,Clusiaceae,Kielmeyera,gracilis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Fl. Bras. (Martius),1886,1 Apr 1886,12(1): 308,629-2,citation,Fl. Bras. (Martius) 12(1): 308. 1886 [1 Apr 1886] ,FALSE,TRUE,1.3.1.5,133427-2,urn:lsid:ipni.org:names:133427-2,wfo-0001295812,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/144570&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,144570,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
