name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,pageAsText,remarks,bhlLink,referenceRemarks,typeCoordinates,infraspecies,originalTaxonDistribution,speciesAuthor,basionymStr,basionymAuthorStr,basionymId,typeRemarks,originalRemarks,typeName,collectionDate2
Buchnera_nordestina,Scatigna,Scatigna,,spec.,/n/77299355-1,Scrophulariaceae,Buchnera,nordestina,tax. nov.,1239,Scatigna &amp; Couto,5 Sep 2019,"Ceará (Brazil Northeast, Brazil, Southern America);Maranhão (Brazil Northeast, Brazil, Southern America);Piauí (Brazil Northeast, Brazil, Southern America);",FALSE,FALSE,TRUE,"Maranhão: São Luís, Avenida Litorânea, Praia de São Marcos",,Acta Bot. Brasil.,2021,22 Mar 2021,34(4): 790,1225-2,citation,Acta Bot. Brasil. 34(4): 790. 2021 [22 Mar 2021] [epublished],FALSE,TRUE,holotype SLUI;isotype ESA;isotype K;isotype RB,1.1,77299355-1,urn:lsid:ipni.org:names:77299355-1,wfo-1000025848,TRUE,TRUE,TRUE,FALSE,FALSE,NA,doi:10.1590/0102-33062020abb0333,NA,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buchnera_tacianae,V.C.Souza,V.C.Souza,,spec.,/n/77154533-1,Scrophulariaceae,Buchnera,tacianae,tax. nov.,1631,"Cavalcanti, G.P.Silva, Rezende, Gualda, M.C.Silva &amp; Carvalho",23 Jul 1995,"Goiás (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,"Goiás, Niquelândia, Serra Negra, Córrego Buritizinho, estrada que vai para Rosareana, Cerrado areno-pedregoso, 450 m",,Kew Bull.,2016,23 Aug 2016,71(3)-43: 2,987-2,citation,Kew Bull. 71(3)-43: 2. 2016 [23 Aug 2016] [epublished],FALSE,TRUE,holotype CEN 25091,1.5,77154533-1,urn:lsid:ipni.org:names:77154533-1,wfo-0001345398,TRUE,TRUE,TRUE,FALSE,FALSE,NA,"doi:10.1007/S12225-016-9655-4 Buchnera tacianae is a tribute to Dr Taciana Barbosa Cavalcanti, a prolific collector and well-versed researcher of the cerrado Flora",NA,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caconapea_verticillata,Pennell & Gleason,Pennell & Gleason,,spec.,/n/39489-2,Scrophulariaceae,Caconapea,verticillata,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bull. Torrey Bot. Club,1929,NA,56: 403,586-2,citation,Bull. Torrey Bot. Club 56: 403. 1929 ,FALSE,TRUE,NA,1.4,39489-2,urn:lsid:ipni.org:names:39489-2,wfo-0000577618,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1929&rft.spage=403&rft.volume=56&rft_id=http://www.biodiversitylibrary.org/bibliography/340&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calceolaria_aequilateralis,Edwin,Edwin,,spec.,/n/41196-2,Scrophulariaceae,Calceolaria,aequilateralis,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1970,NA,19(6): 369,1034-2,citation,Phytologia 19(6): 369. 1970 ,FALSE,TRUE,NA,1.4,41196-2,urn:lsid:ipni.org:names:41196-2,wfo-0000579205,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=6&rft.spage=369&rft.volume=19&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calceolaria_colcammarensis,Edwin,Edwin,,spec.,/n/41282-2,Scrophulariaceae,Calceolaria,colcammarensis,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1970,NA,19(6): 374,1034-2,citation,Phytologia 19(6): 374. 1970 ,FALSE,TRUE,NA,1.3,41282-2,urn:lsid:ipni.org:names:41282-2,wfo-0000579372,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=6&rft.spage=374&rft.volume=19&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calceolaria_flosparva,Edwin,Edwin,,spec.,/n/41361-2,Scrophulariaceae,Calceolaria,flosparva,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1970,NA,19(6): 380,1034-2,citation,Phytologia 19(6): 380. 1970 ,FALSE,TRUE,NA,1.4,41361-2,urn:lsid:ipni.org:names:41361-2,wfo-0000579507,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=6&rft.spage=380&rft.volume=19&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calceolaria_luteocalyx,Edwin,Edwin,,spec.,/n/41471-2,Scrophulariaceae,Calceolaria,luteocalyx,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1970,NA,19 (6): 388,1034-2,citation,Phytologia 19 (6): 388. 1970 ,FALSE,TRUE,NA,1.3,41471-2,urn:lsid:ipni.org:names:41471-2,wfo-0000579689,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=6&rft.spage=388&rft.volume=19&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calceolaria_solaniifolia,Edwin,Edwin,,spec.,/n/41656-2,Scrophulariaceae,Calceolaria,solaniifolia,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1970,NA,19(6): 397,1034-2,citation,Phytologia 19(6): 397. 1970 ,FALSE,TRUE,NA,1.3,41656-2,urn:lsid:ipni.org:names:41656-2,wfo-0000579976,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=6&rft.spage=397&rft.volume=19&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calceolaria_sonchensis,Pennell ex Edwin,Pennell ex Edwin,,spec.,/n/41657-2,Scrophulariaceae,Calceolaria,sonchensis,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1970,NA,19(6): 397,1034-2,citation,Phytologia 19(6): 397. 1970 ,FALSE,TRUE,NA,1.4,41657-2,urn:lsid:ipni.org:names:41657-2,wfo-0000579977,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=6&rft.spage=397&rft.volume=19&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calceolaria_velutinoides,Edwin,Edwin,,spec.,/n/41727-2,Scrophulariaceae,Calceolaria,velutinoides,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Phytologia,1970,NA,19(6): 401,1034-2,citation,Phytologia 19(6): 401. 1970 ,FALSE,TRUE,NA,1.4,41727-2,urn:lsid:ipni.org:names:41727-2,wfo-0000580078,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1970&rft.issue=6&rft.spage=401&rft.volume=19&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desdemona_pulchella,S.Moore,S.Moore,,spec.,/n/275776-2,Scrophulariaceae,Desdemona,pulchella,tax. nov.,s.n.,S.L.Moore,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Trans. Linn. Soc. London, Bot.",1895,NA,"ser. 2, 4: 408",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 408. 1895 ",FALSE,TRUE,holotype BM,1.3,275776-2,urn:lsid:ipni.org:names:275776-2,wfo-0000642015,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dizygostemon_angustifolius,Giul.,Giul.,,spec.,/n/895965-1,Scrophulariaceae,Dizygostemon,angustifolius,tax. nov.,NA,NA,NA,Brazil.,FALSE,FALSE,TRUE,NA,,"An. Soc. Bot. Brasil, XXIII Congr. Nac. Bot.",1973,1972 publ. 1973,77,NA,citation,"An. Soc. Bot. Brasil, XXIII Congr. Nac. Bot. 77. 1973 [1972 publ. 1973] ",FALSE,TRUE,NA,1.6,895965-1,urn:lsid:ipni.org:names:895965-1,wfo-0000652714,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,Brazil.,NA,NA,NA,NA,NA,NA,NA,NA
Dizygostemon_riparius,Scatigna & Colletta,Scatigna & Colletta,,spec.,/n/77202546-1,Scrophulariaceae,Dizygostemon,riparius,tax. nov.,s.n.,Teles,30 Sep 2017,"Maranhão (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,"Maranhão, São Benedito do Rio Preto, margem do Rio Preto, 28 m",,Willdenowia,2019,27 Jun 2019,49(2): 179,3087-2,citation,Willdenowia 49(2): 179. 2019 [27 Jun 2019] [epublished],FALSE,TRUE,holotype UEC 202426;isotype B;isotype K;isotype MAR,1.1,77202546-1,urn:lsid:ipni.org:names:77202546-1,wfo-1000031995,TRUE,TRUE,TRUE,FALSE,FALSE,NA,doi:10.3372/wi.49.49206,NA,[epublished],,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escobedia_parimensis,Pennell,Pennell,,spec.,/n/97544-2,Scrophulariaceae,Escobedia,parimensis,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Proc. Acad. Nat. Sci. Philadelphia,1931,NA,83: 419,1043-2,citation,Proc. Acad. Nat. Sci. Philadelphia 83: 419. 1931 ,FALSE,TRUE,NA,1.3,97544-2,urn:lsid:ipni.org:names:97544-2,wfo-0000680745,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1931&rft.spage=419&rft.volume=83&rft_id=http://www.biodiversitylibrary.org/bibliography/6885&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esterhazya_eitenorum,Barringer,Barringer,,spec.,/n/313186-2,Scrophulariaceae,Esterhazya,eitenorum,tax. nov.,6663," L.T.Eiten,G.Eiten",NA,"Resende, Mt. Itatiaia, planalto, 400 NW of shelter house Abrigo Reboucas, along road, 22°25-26'S, 44°41-42'W, 2300 m, Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Brittonia,1985,NA,37: 197,561-2,citation,Brittonia 37: 197. 1985 ,FALSE,TRUE,holotype US,1.3,313186-2,urn:lsid:ipni.org:names:313186-2,wfo-0000680902,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esterhazya_nanuzae,V.C.Souza,V.C.Souza,,spec.,/n/321522-2,Scrophulariaceae,Esterhazya,nanuzae,tax. nov.,23116," A.C.P.Oliveira, W.Forster,V.C.Souza, S.I.Elias, J.P.Souza",NA,"Mun. de Diamantina: estrada entre Diamantina e Conselheiro Mata, ca. 24 km de Diamantina; Campo Rupestre, Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bradea,2001,12 Jun 2001,8(36): 222 (-223; fig. 1),1276-2,citation,Bradea 8(36): 222 (-223; fig. 1). 2001 [12 Jun 2001] ,FALSE,TRUE,holotype ESA;isotype BHCB;isotype GFJB;isotype K;isotype MBM;isotype R;isotype SPF,1.3,321522-2,urn:lsid:ipni.org:names:321522-2,wfo-0000680906,FALSE,TRUE,TRUE,FALSE,FALSE,NA,[Gandhi 5 Sep 2001],NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esterhazya_petiolata,Barringer,Barringer,,spec.,/n/313185-2,Scrophulariaceae,Esterhazya,petiolata,tax. nov.,15060,E.Y.Dawson,NA,"S Serra Dourada, 48°50'W, 13°45'S, Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Brittonia,1985,NA,"37: 195, fig",561-2,citation,"Brittonia 37: 195, fig. 1985 ",FALSE,TRUE,holotype US,1.3,313185-2,urn:lsid:ipni.org:names:313185-2,wfo-0000680908,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esterhazya_splendida,J.C.Mikan,J.C.Mikan,,spec.,/n/97845-2,Scrophulariaceae,Esterhazya,splendida,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Del. Fl. Faun. Bras.,1822,NA,1: t. 8,4771-2,citation,Del. Fl. Faun. Bras. 1: t. 8. 1822 ,FALSE,TRUE,NA,1.2,97845-2,urn:lsid:ipni.org:names:97845-2,wfo-0000680909,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esterhazya_triflora,R.B.Moura & R.J.V.Alves,R.B.Moura & R.J.V.Alves,,spec.,/n/319222-2,Scrophulariaceae,Esterhazya,triflora,tax. nov.,2378,P.K.H.Dusén,NA,"Curitiba, no campo, Paraná (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bradea,1999,14 Dec 1999,"8(26): 145 (-148, fig. 1)",1276-2,citation,"Bradea 8(26): 145 (-148, fig. 1). 1999 [14 Dec 1999] ",FALSE,TRUE,holotype R;isotype RB;isotype SP,1.4,319222-2,urn:lsid:ipni.org:names:319222-2,wfo-0000680914,FALSE,TRUE,TRUE,FALSE,FALSE,NA,[Gandhi 11 Jan 2000],NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia_cantareirae,Sleumer,Sleumer,,spec.,/n/102190-2,Scrophulariaceae,Euphrasia,cantareirae,tax. nov.,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Bot. Jahrb. Syst.,1954,Jan 1954,76(2): 191,553-2,citation,Bot. Jahrb. Syst. 76(2): 191. 1954 [Jan 1954] ,FALSE,TRUE,NA,1.4,102190-2,urn:lsid:ipni.org:names:102190-2,wfo-0001348651,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1954&rft.issue=2&rft.spage=191&rft.volume=76&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia_goyazensis,K.Schum.,K.Schum.,,spec.,/n/102194-2,Scrophulariaceae,Euphrasia,goyazensis,tax. nov.,NA,NA,NA,"Goiás (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Bot. Jahrb. Syst.,1901,12 Mar 1901,"30(1, Beibl. 67): 28",553-2,citation,"Bot. Jahrb. Syst. 30(1, Beibl. 67): 28. 1901 [12 Mar 1901] ",FALSE,TRUE,NA,1.4,102194-2,urn:lsid:ipni.org:names:102194-2,wfo-0001348655,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euphrasia_hoehnei,Sleumer,Sleumer,,spec.,/n/102195-2,Scrophulariaceae,Euphrasia,hoehnei,tax. nov.,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Bot. Jahrb. Syst.,1954,Jan 1954,76(2): 193,553-2,citation,Bot. Jahrb. Syst. 76(2): 193. 1954 [Jan 1954] ,FALSE,TRUE,NA,1.4,102195-2,urn:lsid:ipni.org:names:102195-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1954&rft.issue=2&rft.spage=193&rft.volume=76&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geochorda_cuneata,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/331042-2,Scrophulariaceae,Geochorda,cuneata,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1828,NA,3: 11 (-12),703-2,citation,Linnaea 3: 11 (-12). 1828 ,FALSE,TRUE,NA,1.1.2.1.1.2,331042-2,urn:lsid:ipni.org:names:331042-2,wfo-0000699710,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=11&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerardia_brachyphylla,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/109351-2,Scrophulariaceae,Gerardia,brachyphylla,tax. nov.,s.n.,F.Sellow,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1828,NA,3: 15 (-16),703-2,citation,Linnaea 3: 15 (-16). 1828 ,FALSE,TRUE,NA,1.1.2.1.1.4,109351-2,urn:lsid:ipni.org:names:109351-2,wfo-0000701631,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=15&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerardia_caesarea,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/321523-2,Scrophulariaceae,Gerardia,caesarea,tax. nov.,s.n.,F.Sellow,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1828,NA,3: 17 (-18),703-2,citation,Linnaea 3: 17 (-18). 1828 ,FALSE,TRUE,NA,1.1.2.1.1.4,321523-2,urn:lsid:ipni.org:names:321523-2,wfo-0000701636,FALSE,TRUE,TRUE,FALSE,FALSE,NA,[Gandhi 5 Sep 2001],http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=17&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerardia_communis,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/109361-2,Scrophulariaceae,Gerardia,communis,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1828,NA,3: 12 (-13),703-2,citation,Linnaea 3: 12 (-13). 1828 ,FALSE,TRUE,NA,1.1.2.1.1.4,109361-2,urn:lsid:ipni.org:names:109361-2,wfo-0000701644,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=12&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerardia_genistifolia,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/109398-2,Scrophulariaceae,Gerardia,genistifolia,tax. nov.,s.n.,F.Sellow,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1828,NA,3: 15,703-2,citation,Linnaea 3: 15. 1828 ,FALSE,TRUE,NA,1.1.2.1.1.4,109398-2,urn:lsid:ipni.org:names:109398-2,wfo-0000701693,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=15&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerardia_gnidioides,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/331043-2,Scrophulariaceae,Gerardia,gnidioides,tax. nov.,s.n.,F.Sellow,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1828,NA,3: 16 (-17),703-2,citation,Linnaea 3: 16 (-17). 1828 ,FALSE,TRUE,NA,1.1.2.1.1.4,331043-2,urn:lsid:ipni.org:names:331043-2,wfo-0000701699,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=16&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerardia_linarioides,Cham. & Schltdl.,Cham. & Schltdl.,,spec.,/n/109429-2,Scrophulariaceae,Gerardia,linarioides,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1828,NA,3: 13 (-14),703-2,citation,Linnaea 3: 13 (-14). 1828 ,FALSE,TRUE,NA,1.1.2.1.1.3,109429-2,urn:lsid:ipni.org:names:109429-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1828&rft.spage=13&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerardia_ramosissima,Benth.,Benth.,,spec.,/n/109485-2,Scrophulariaceae,Gerardia,ramosissima,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Prodr. [A. P. de Candolle],1846,8 Apr 1846,10: 515,1051-2,citation,Prodr. [A. P. de Candolle] 10: 515. 1846 [8 Apr 1846] ,FALSE,TRUE,NA,1.5.1.5,109485-2,urn:lsid:ipni.org:names:109485-2,wfo-0000701803,FALSE,TRUE,TRUE,FALSE,FALSE,162196,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162196&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerardia_schwackeana,Diels,Diels,,spec.,/n/109491-2,Scrophulariaceae,Gerardia,schwackeana,tax. nov.,7939,C.A.W.Schwacke,NA,"Serra do Cipó, Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1898,19 Jul 1898,"25(3, Beibl. 60): 51",553-2,citation,"Bot. Jahrb. Syst. 25(3, Beibl. 60): 51. 1898 [19 Jul 1898] ",FALSE,TRUE,null B,1.1.2.1.1.5,109491-2,urn:lsid:ipni.org:names:109491-2,wfo-0000701813,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_acuta,S.Moore,S.Moore,,spec.,/n/120669-2,Scrophulariaceae,Herpestis,acuta,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,"Trans. Linn. Soc. London, Bot.",1895,NA,"ser. 2, 4: 407",1084-2,citation,"Trans. Linn. Soc. London, Bot. ser. 2, 4: 407. 1895 ",FALSE,TRUE,NA,1.3,120669-2,urn:lsid:ipni.org:names:120669-2,wfo-0000720755,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herpestis_bacopoides,Benth.,Benth.,,spec.,/n/120674-2,Scrophulariaceae,Herpestis,bacopoides,tax. nov.,NA,NA,NA,"Pernambuco (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Prodr. [A. P. de Candolle],1846,8 April 1846,10: 399,1051-2,citation,Prodr. [A. P. de Candolle] 10: 399. 1846 [8 April 1846] ,FALSE,TRUE,NA,1.7,120674-2,urn:lsid:ipni.org:names:120674-2,wfo-0000720765,FALSE,TRUE,TRUE,FALSE,FALSE,162080,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/162080&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,Collection: 'Gardner n. 1090 [s.d.]',NA,NA,NA
Herpestis_caespitosa,Cham.,Cham.,,spec.,/n/803798-1,Scrophulariaceae,Herpestis,caespitosa,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1833,NA,8(1): 33,703-2,citation,Linnaea 8(1): 33. 1833 ,FALSE,TRUE,NA,1.7,803798-1,urn:lsid:ipni.org:names:803798-1,wfo-0001136665,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1833&rft.issue=1&rft.spage=33&rft.volume=8&rft_id=http://www.biodiversitylibrary.org/bibliography/626&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,,NA,NA,NA,NA,NA,NA,NA,Bras,Collection: Sellow [s.n.; s.d.],NA
