name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,pageAsText,collectionNumber,collectorTeam,typeLocations,speciesAuthor,remarks,collectionDate1,locality,referenceRemarks,collectionDate2,typeCoordinates,typeRemarks,nameStatus,nameStatusType,originalBasionymAuthorTeam,originalTaxonDistribution,bibliographicReference,typeChosenBy,originalRemarks
Graffenrieda_brevicalcarata,Markgr.,Markgr.,,spec.,/n/112929-2,Melastomataceae,Graffenrieda,brevicalcarata,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Notizbl. Bot. Gart. Berlin-Dahlem,1927,NA,10: 53,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 10: 53. 1927 ,FALSE,TRUE,1.3,112929-2,urn:lsid:ipni.org:names:112929-2,wfo-0001279904,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1927&rft.spage=53&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Graffenrieda_calyptrelloides,Wurdack,Wurdack,,spec.,/n/112930-2,Melastomataceae,Graffenrieda,calyptrelloides,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1964,NA,9: 412,1034-2,citation,Phytologia 9: 412. 1964 ,FALSE,TRUE,1.3,112930-2,urn:lsid:ipni.org:names:112930-2,wfo-0001082043,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1964&rft.spage=412&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lasiandra_claussenii,Naudin,Naudin,,spec.,/n/569271-1,Melastomataceae,Lasiandra,claussenii,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,"Ann. Sci. Nat., Bot.",1850,Mar 1850,"sér. 3, 13: 152",525-2,citation,"Ann. Sci. Nat., Bot. sér. 3, 13: 152. 1850 [Mar 1850] ",FALSE,TRUE,1.4,569271-1,urn:lsid:ipni.org:names:569271-1,wfo-0001258108,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,s.n. [no. 42 or 1641],Claussen,lectotype P;isolectotype P,NA,NA,1841,NA,NA,NA,,NA,NA,NA,NA,NA,J. Bot. Soc. Bot. France 37: 21. 2007 ,C.V.Martin &amp; Cremers,NA
Lasiandra_cordiformis,Naudin,Naudin,,spec.,/n/569275-1,Melastomataceae,Lasiandra,cordiformis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Ann. Sci. Nat., Bot.",1850,Mar 1850,"sér. 3, 13: 143",525-2,citation,"Ann. Sci. Nat., Bot. sér. 3, 13: 143. 1850 [Mar 1850] ",FALSE,TRUE,1.4,569275-1,urn:lsid:ipni.org:names:569275-1,wfo-0000159736,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,Herb. Fl. Brasil 283,Martius,lectotype P,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,J. Bot. Soc. Bot. France 37: 21. 2007 ,C.V.Martin &amp; Cremers,NA
Lasiandra_dendroides,Naudin,Naudin,,spec.,/n/569277-1,Melastomataceae,Lasiandra,dendroides,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Ann. Sci. Nat., Bot.",1850,Mar 1850,"sér. 3, 13: 132",525-2,citation,"Ann. Sci. Nat., Bot. sér. 3, 13: 132. 1850 [Mar 1850] ",FALSE,TRUE,1.4,569277-1,urn:lsid:ipni.org:names:569277-1,wfo-0001258078,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,Herb. Fl. Brasil 961,Martius,lectotype P,NA,NA,NA,Brasilia australi,NA,NA,,NA,NA,NA,NA,NA,J. Bot. Soc. Bot. France 37: 22. 2007 ,C.V.Martin &amp; Cremers,NA
Lasiandra_hygrophila,DC.,DC.,,spec.,/n/569300-1,Melastomataceae,Lasiandra,hygrophila,tax. nov.,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1828,mid Mar 1828,3: 128,1051-2,citation,Prodr. [A. P. de Candolle] 3: 128. 1828 [mid Mar 1828] ,FALSE,TRUE,1.5.2.1,569300-1,urn:lsid:ipni.org:names:569300-1,wfo-0000159749,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/152930&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,152930,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lasiandra_lanceolata,Naudin,Naudin,,spec.,/n/569303-1,Melastomataceae,Lasiandra,lanceolata,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,"Ann. Sci. Nat., Bot.",1850,Mar 1850,"sér. 3, 13: 140",525-2,citation,"Ann. Sci. Nat., Bot. sér. 3, 13: 140. 1850 [Mar 1850] ",FALSE,TRUE,1.4,569303-1,urn:lsid:ipni.org:names:569303-1,wfo-0001258091,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,55,Vauthier,lectotype P;isolectotype P,NA,NA,1833,Tijuca,NA,NA,,NA,NA,NA,NA,NA,J. Bot. Soc. Bot. France 37: 22. 2007 ,C.V.Martin &amp; Cremers,NA
Lasiandra_longistyla,Naudin,Naudin,,spec.,/n/569309-1,Melastomataceae,Lasiandra,longistyla,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,"Ann. Sci. Nat., Bot.",1850,Mar 1850,"sér. 3, 13: 143",525-2,citation,"Ann. Sci. Nat., Bot. sér. 3, 13: 143. 1850 [Mar 1850] ",FALSE,TRUE,1.4,569309-1,urn:lsid:ipni.org:names:569309-1,wfo-0001258095,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,s.n.,Salzmann,lectotype P;isolectotype P,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,J. Bot. Soc. Bot. France 37: 22. 2007 ,C.V.Martin &amp; Cremers,NA
Lasiandra_mucorifera,Naudin,Naudin,,spec.,/n/569328-1,Melastomataceae,Lasiandra,mucorifera,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,"Ann. Sci. Nat., Bot.",1850,Mar 1850,"sér. 3, 13: 141",525-2,citation,"Ann. Sci. Nat., Bot. sér. 3, 13: 141. 1850 [Mar 1850] ",FALSE,TRUE,1.4,569328-1,urn:lsid:ipni.org:names:569328-1,wfo-0001258092,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,35 [1606],Claussen,lectotype P;isolectotype P,NA,NA,1841,NA,NA,NA,,NA,NA,NA,NA,NA,J. Bot. Soc. Bot. France 37: 23. 2007 ,C.V.Martin &amp; Cremers,NA
Lasiandra_mutabilis,Riedel ex Naudin,Riedel ex Naudin,,spec.,/n/569332-1,Melastomataceae,Lasiandra,mutabilis,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,"Ann. Sci. Nat., Bot.",1850,Mar 1850,"sér. 3, 13: 145",525-2,citation,"Ann. Sci. Nat., Bot. sér. 3, 13: 145. 1850 [Mar 1850] ",FALSE,TRUE,1.5,569332-1,urn:lsid:ipni.org:names:569332-1,wfo-0001258098,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,s.n.,St.-Hilaire,lectotype P;isolectotype P,NA,NA,NA,NA,NA,NA,,"Catal. C, no. 1185",NA,NA,NA,NA,J. Bot. Soc. Bot. France 37: 23. 2007 ,C.V.Martin &amp; Cremers,NA
Lasiandra_raddiana,DC.,DC.,,spec.,/n/326262-2,Melastomataceae,Lasiandra,raddiana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Prodr. [A. P. de Candolle],1828,mid Mar 1828,3: 129,1051-2,citation,Prodr. [A. P. de Candolle] 3: 129. 1828 [mid Mar 1828] ,FALSE,TRUE,1.5,326262-2,urn:lsid:ipni.org:names:326262-2,wfo-0000158610,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/152931&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,152931,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lasiandra_rigidula,Naudin,Naudin,,spec.,/n/135739-2,Melastomataceae,Lasiandra,rigidula,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Ann. Sci. Nat., Bot.",1850,NA,"sér. 3, 14: 13: 150",525-2,citation,"Ann. Sci. Nat., Bot. sér. 3, 14: 13: 150. 1850 ",FALSE,TRUE,1.4,135739-2,urn:lsid:ipni.org:names:135739-2,wfo-0001258105,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_campos-portoana,Barreto,Barreto,,spec.,/n/136363-2,Melastomataceae,Lavoisiera,campos-portoana,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Arq. Inst. Biol. Veg.,1935,Sep 1935,"2(1): 8, pl. 1",851-2,citation,"Arq. Inst. Biol. Veg. 2(1): 8, pl. 1. 1935 [Sep 1935] ",FALSE,TRUE,1.3,136363-2,urn:lsid:ipni.org:names:136363-2,wfo-0001280218,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_candolleana,Barreto,Barreto,,spec.,/n/136364-2,Melastomataceae,Lavoisiera,candolleana,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bol. Mus. Nac. Rio de Janeiro,1936,NA,"12: 65, fig. 2",4149-2,citation,"Bol. Mus. Nac. Rio de Janeiro 12: 65, fig. 2. 1936 ",FALSE,TRUE,1.3,136364-2,urn:lsid:ipni.org:names:136364-2,wfo-0000159788,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_crassinervia,Cogn.,Cogn.,,spec.,/n/136378-2,Melastomataceae,Lavoisiera,crassinervia,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Soc. Bot. France,1908,NA,54(Mém. 3c): 253,578-2,citation,Bull. Soc. Bot. France 54(Mém. 3c): 253. 1908 ,FALSE,TRUE,1.4,136378-2,urn:lsid:ipni.org:names:136378-2,wfo-0001079259,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_dorifolia,Cogn.,Cogn.,,spec.,/n/136380-2,Melastomataceae,Lavoisiera,dorifolia,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Soc. Bot. France,1908,NA,54(Mém. 3c): 256,578-2,citation,Bull. Soc. Bot. France 54(Mém. 3c): 256. 1908 ,FALSE,TRUE,1.4,136380-2,urn:lsid:ipni.org:names:136380-2,wfo-0000158095,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_fragilis,Cogn. ex Munhoz & Proença,Cogn. ex Munhoz & Proença,,spec.,/n/136382-2,Melastomataceae,Lavoisiera,fragilis,tax. nov.,"Almocafre, Serra dos Cristais [Crystaes], 16°45'S, 47°37'W, Goiás (Brazil, Southern America)",FALSE,FALSE,TRUE,,Novon,2000,17 Apr 2000,10(1): 60 (-63; fig. 1),14256-2,citation,Novon 10(1): 60 (-63; fig. 1). 2000 [17 Apr 2000] nom. in: Bull. Soc. Bot. France 54(mem. 3c): 256. 1908),FALSE,TRUE,1.6,136382-2,urn:lsid:ipni.org:names:136382-2,wfo-0001079263,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/641384&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,641384,21312,A.F.M.Glaziou,holotype R;isotype K,NA,NA,NA,NA,nom. in: Bull. Soc. Bot. France 54(mem. 3c): 256. 1908),NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_gouveana,Barreto,Barreto,,spec.,/n/136386-2,Melastomataceae,Lavoisiera,gouveana,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Anais Acad. Brasil. Ci.,1935,NA,"7: 10, fig",1610-2,citation,"Anais Acad. Brasil. Ci. 7: 10, fig. 1935 ",FALSE,TRUE,1.3,136386-2,urn:lsid:ipni.org:names:136386-2,wfo-0000158096,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_goyazensis,Cogn.,Cogn.,,spec.,/n/136387-2,Melastomataceae,Lavoisiera,goyazensis,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bot. Jahrb. Syst.,1895,1895,21(4): 447,553-2,citation,Bot. Jahrb. Syst. 21(4): 447. 1895 [1895] ;  a preprint,FALSE,TRUE,1.6,136387-2,urn:lsid:ipni.org:names:136387-2,wfo-0000158097,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1895&rft.issue=4&rft.spage=447&rft.volume=21&rft_id=http://www.biodiversitylibrary.org/bibliography/60&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,a preprint,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_itabirana,Hoehne,Hoehne,,spec.,/n/136391-2,Melastomataceae,Lavoisiera,itabirana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,"Anexos Mem. Inst. Butantan, Secc. Bot.",1922,NA,"1, fasc. 5: 33, pl. 2",3497-2,citation,"Anexos Mem. Inst. Butantan, Secc. Bot. 1, fasc. 5: 33, pl. 2. 1922 ",FALSE,TRUE,1.3,136391-2,urn:lsid:ipni.org:names:136391-2,wfo-0000158098,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_luetzelburgii,Markgr.,Markgr.,,spec.,/n/136392-2,Melastomataceae,Lavoisiera,luetzelburgii,tax. nov.,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,,Notizbl. Bot. Gart. Berlin-Dahlem,1927,NA,10: 47,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 10: 47. 1927 ,FALSE,TRUE,1.3,136392-2,urn:lsid:ipni.org:names:136392-2,wfo-0001259094,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1927&rft.spage=47&rft.volume=10&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,286,P.von Lützelburg,holotype M,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_marques-lisboana,Barreto,Barreto,,spec.,/n/136394-2,Melastomataceae,Lavoisiera,marques-lisboana,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Arq. Inst. Biol. Veg.,1935,Sep 1935,"2(1): 9, pl. 2",851-2,citation,"Arq. Inst. Biol. Veg. 2(1): 9, pl. 2. 1935 [Sep 1935] ",FALSE,TRUE,1.3,136394-2,urn:lsid:ipni.org:names:136394-2,wfo-0000158099,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_mello-barretoi,Markgr.,Markgr.,,spec.,/n/136395-2,Melastomataceae,Lavoisiera,mello-barretoi,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Notizbl. Bot. Gart. Berlin-Dahlem,1940,NA,15: 220,1019-2,citation,Notizbl. Bot. Gart. Berlin-Dahlem 15: 220. 1940 ,FALSE,TRUE,1.3,136395-2,urn:lsid:ipni.org:names:136395-2,wfo-0001280220,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1940&rft.spage=220&rft.volume=15&rft_id=http://www.biodiversitylibrary.org/bibliography/41365&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
Lavoisiera_microphylla,Cogn.,Cogn.,,spec.,/n/136396-2,Melastomataceae,Lavoisiera,microphylla,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bull. Soc. Bot. France,1908,NA,54(Mém. 3c): 254,578-2,citation,Bull. Soc. Bot. France 54(Mém. 3c): 254. 1908 ,FALSE,TRUE,1.4,136396-2,urn:lsid:ipni.org:names:136396-2,wfo-0000158100,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA
