name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,bibliographicReference,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,pageAsText,linkedPublication,publication,publicationYear,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeChosenBy,typeLocations,version,id,fqId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,infraspecies,speciesAuthor,originalTaxonDistribution,publicationYearNote,referenceRemarks,remarks,typeCoordinates,originalRemarks,nameStatus,nameStatusType,typeNote,bibliographicTypeInfo,typeName,typeRemarks,originalBasionymAuthorTeam,wfoId,basionymAuthorStr,collectionDate2
Discocactus_silvaticus,Buining ex Brederoo,Buining ex Brederoo,,spec.,/n/82201-2,Cactaceae,Discocactus,silvaticus,NA,tax. nov.,H455,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,NA,,Succulenta (Netherlands),1977,56(11): 261,2959-2,citation,Succulenta (Netherlands) 56(11): 261. 1977 ,FALSE,TRUE,NA,holotype U,1.3,82201-2,urn:lsid:ipni.org:names:82201-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discocactus_silvaticus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/896022-1,Cactaceae,Discocactus,silvaticus,NA,tax. nov.,NA,NA,NA,Brazil.,FALSE,FALSE,TRUE,NA,NA,,"in A.F.H. Buining, Discocactus",1976,140 (?1976),NA,citation,"in A.F.H. Buining, Discocactus 140 (?1976). ",FALSE,TRUE,NA,NA,1.5,896022-1,urn:lsid:ipni.org:names:896022-1,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil.,1976,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discocactus_spinosior,Buining ex Brederoo,Buining ex Brederoo,,spec.,/n/82202-2,Cactaceae,Discocactus,spinosior,NA,tax. nov.,H205a,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,NA,,Succulenta (Netherlands),1977,56(11): 261,2959-2,citation,Succulenta (Netherlands) 56(11): 261. 1977 ,FALSE,TRUE,NA,holotype U,1.3,82202-2,urn:lsid:ipni.org:names:82202-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discocactus_spinosior,Buining & Brederoo,Buining & Brederoo,,spec.,/n/896023-1,Cactaceae,Discocactus,spinosior,NA,tax. nov.,NA,NA,NA,Brazil.,FALSE,FALSE,TRUE,NA,NA,,"in A.F.H. Buining, Discocactus",1976,146 (?1976),NA,citation,"in A.F.H. Buining, Discocactus 146 (?1976). ",FALSE,TRUE,NA,NA,1.5,896023-1,urn:lsid:ipni.org:names:896023-1,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil.,1976,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discocactus_squamibaccatus,Buining ex Brederoo,Buining ex Brederoo,,spec.,/n/82203-2,Cactaceae,Discocactus,squamibaccatus,NA,tax. nov.,H428,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,NA,,Succulenta (Netherlands),1977,56(11): 261 (-262),2959-2,citation,Succulenta (Netherlands) 56(11): 261 (-262). 1977 ,FALSE,TRUE,NA,holotype U,1.3,82203-2,urn:lsid:ipni.org:names:82203-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discocactus_squamibaccatus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/896024-1,Cactaceae,Discocactus,squamibaccatus,NA,tax. nov.,NA,NA,NA,Brazil.,FALSE,FALSE,TRUE,NA,NA,,"in A.F.H. Buining, Discocactus",1976,183 (?1976),NA,citation,"in A.F.H. Buining, Discocactus 183 (?1976). ",FALSE,TRUE,NA,NA,1.5,896024-1,urn:lsid:ipni.org:names:896024-1,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil.,1976,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discocactus_subnudus,Britton & Rose,Britton & Rose,,spec.,/n/82204-2,Cactaceae,Discocactus,subnudus,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,32127539,,Cactaceae (Britton & Rose),1922,"3: 217, fig. 228",9105-2,citation,"Cactaceae (Britton & Rose) 3: 217, fig. 228. 1922 ",FALSE,TRUE,NA,NA,1.1.1.3,82204-2,urn:lsid:ipni.org:names:82204-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/32127539&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discocactus_subviridigriseus,Buining ex Brederoo,Buining ex Brederoo,,spec.,/n/82205-2,Cactaceae,Discocactus,subviridigriseus,NA,tax. nov.,H438,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,NA,,Succulenta (Netherlands),1977,56(11): 262,2959-2,citation,Succulenta (Netherlands) 56(11): 262. 1977 ,FALSE,TRUE,NA,holotype U,1.3,82205-2,urn:lsid:ipni.org:names:82205-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discocactus_subviridigriseus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/896025-1,Cactaceae,Discocactus,subviridigriseus,NA,tax. nov.,NA,NA,NA,Brazil.,FALSE,FALSE,TRUE,NA,NA,,"in A.F.H. Buining, Discocactus",1976,115 (?1976),NA,citation,"in A.F.H. Buining, Discocactus 115 (?1976). ",FALSE,TRUE,NA,NA,1.5,896025-1,urn:lsid:ipni.org:names:896025-1,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil.,1976,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Discocactus_woutersianus,Brederoo & Broek,Brederoo & Broek,,spec.,/n/82206-2,Cactaceae,Discocactus,woutersianus,NA,tax. nov.,U,NA,NA,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1980,"59: 198, fig",2959-2,citation,"Succulenta (Netherlands) 59: 198, fig. 1980 ",FALSE,TRUE,NA,NA,1.3,82206-2,urn:lsid:ipni.org:names:82206-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinocactus_amazonicus,Witt,Witt,,spec.,/n/87178-2,Cactaceae,Echinocactus,amazonicus,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Monatsschr. Kakteenk.,1902,12: 29,5497-2,citation,Monatsschr. Kakteenk. 12: 29. 1902 ,FALSE,TRUE,NA,NA,1.2.2.1,87178-2,urn:lsid:ipni.org:names:87178-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1902&rft.spage=29&rft.volume=12&rft_id=http://www.biodiversitylibrary.org/bibliography/51655&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinocactus_graessneri,K.Schum.,K.Schum.,,spec.,/n/87397-2,Cactaceae,Echinocactus,graessneri,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Monatsschr. Kakteenk.,1903,13: 130,5497-2,citation,Monatsschr. Kakteenk. 13: 130. 1903 ,FALSE,TRUE,NA,NA,1.2.2.1,87397-2,urn:lsid:ipni.org:names:87397-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1903&rft.spage=130&rft.volume=13&rft_id=http://www.biodiversitylibrary.org/bibliography/51655&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinocactus_leninghausii,K.Schum.,K.Schum.,,spec.,/n/323399-2,Cactaceae,Echinocactus,leninghausii,NA,tax. nov.,1274,F.Ritter,NA,"Corvo, Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Monatsschr. Kakteenk.,1900,1900: 134,5497-2,citation,Monatsschr. Kakteenk. 1900: 134. ,FALSE,TRUE,NA,neotype SGO,1.2.2.1.1.1,323399-2,urn:lsid:ipni.org:names:323399-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1900&rft.spage=134&rft.volume=1900&rft_id=http://www.biodiversitylibrary.org/bibliography/51655&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinocactus_mammulosus,Lem.,Lem.,,spec.,/n/87516-2,Cactaceae,Echinocactus,mammulosus,NA,tax. nov.,1382,F.Ritter,NA,"Strasse Sao Francisco-Cerro Branco (23 km), Nostl. Sao Francisco, Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Cact. Aliq. Nov.,1838,40,12964-2,citation,Cact. Aliq. Nov. 40. 1838 [10 Feb 1838] ,FALSE,TRUE,NA,neotype SGO,1.2.2.1.1.2,87516-2,urn:lsid:ipni.org:names:87516-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,10 Feb 1838,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinocactus_megapotamicus,Osten,Osten,,spec.,/n/87527-2,Cactaceae,Echinocactus,megapotamicus,NA,tax. nov.,NA,NA,NA,"(Rio Grande do Sul) &amp; Uruguay, Brazil (Southern America)",FALSE,FALSE,TRUE,NA,NA,,Anales Mus. Nac. Montevideo,1941,"ser. 2, 5: 72, tab. 63, 64",5008-2,citation,"Anales Mus. Nac. Montevideo ser. 2, 5: 72, tab. 63, 64. 1941 ",FALSE,TRUE,NA,NA,1.2.2.1,87527-2,urn:lsid:ipni.org:names:87527-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinocactus_oxygonus,Link,Link,,spec.,/n/1003860-2,Cactaceae,Echinocactus,oxygonus,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,southern Brazil,NA,,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,1830,6: 419 (-425; t. 1),8712-2,citation,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 6: 419 (-425; t. 1). 1830 ,FALSE,TRUE,NA,NA,1.3.2.2.1.1,1003860-2,urn:lsid:ipni.org:names:1003860-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1830&rft.spage=419&rft.volume=6&rft_id=http://www.biodiversitylibrary.org/bibliography/3668&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinocactus_tephracanthus,Link & Otto,Link & Otto,,spec.,/n/87765-2,Cactaceae,Echinocactus,tephracanthus,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,1827,"3(7): 422 (t. 14, fig. 2)",8712-2,citation,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten 3(7): 422 (t. 14, fig. 2). 1827 ",FALSE,TRUE,NA,NA,1.3.2.1.1.1,87765-2,urn:lsid:ipni.org:names:87765-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1827&rft.issue=7&rft.spage=422&rft.volume=3&rft_id=http://www.biodiversitylibrary.org/bibliography/3668&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,"T. 14, fig. 2",NA,NA,NA,NA,NA,NA,NA
Epiphyllum_delicatum,N.E.Br.,N.E.Br.,,spec.,/n/92720-2,Cactaceae,Epiphyllum,delicatum,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Gard. Chron.,1902,"ser. 3, 32: 411, fig. 140",1224-2,citation,"Gard. Chron. ser. 3, 32: 411, fig. 140. 1902 ",FALSE,TRUE,NA,NA,1.3,92720-2,urn:lsid:ipni.org:names:92720-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epiphyllum_makoyanum,C.Pynaert,C.Pynaert,,spec.,/n/92732-2,Cactaceae,Epiphyllum,makoyanum,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Rev. Hort. Belge Étrangère,1889,"15: 229, pl",8483-2,citation,"Rev. Hort. Belge Étrangère 15: 229, pl. 1889 ",FALSE,TRUE,NA,NA,1.2,92732-2,urn:lsid:ipni.org:names:92732-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epiphyllum_opuntioides,Rol.-Goss.,Rol.-Goss.,,spec.,/n/92736-2,Cactaceae,Epiphyllum,opuntioides,NA,tax. nov.,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,NA,,Bull. Soc. Centr. Agric. Hort. Acclim. Nice,1902,42: 326,17659-2,citation,Bull. Soc. Centr. Agric. Hort. Acclim. Nice 42: 326. 1902 ,FALSE,TRUE,NA,NA,1.2,92736-2,urn:lsid:ipni.org:names:92736-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epiphyllum_opuntioides,Loefgr. & Dusén,Loefgr. & Dusén,,spec.,/n/92737-2,Cactaceae,Epiphyllum,opuntioides,NA,tax. nov.,NA,NA,NA,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Arq. Mus. Nac. Rio de Janeiro,1905,13: 49,3790-2,citation,Arq. Mus. Nac. Rio de Janeiro 13: 49. 1905 ,FALSE,TRUE,NA,NA,1.5,92737-2,urn:lsid:ipni.org:names:92737-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epiphyllum_truncatum,Haw.,Haw.,,spec.,/n/92762-2,Cactaceae,Epiphyllum,truncatum,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Suppl. Pl. Succ.,1819,85,4850-2,citation,Suppl. Pl. Succ. 85. 1819 ,FALSE,TRUE,NA,NA,1.3,92762-2,urn:lsid:ipni.org:names:92762-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1819&rft.spage=85&rft_id=http://www.biodiversitylibrary.org/bibliography/9314&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,Exotic Fl. 1: t. 20. 1822.,NA,NA,NA,NA,NA,NA,NA
Eriocactus_claviceps,F.Ritter,F.Ritter,,spec.,/n/94273-2,Cactaceae,Eriocactus,claviceps,NA,tax. nov.,1283,F.Ritter,NA,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1966,1966: 115,2959-2,citation,Succulenta (Netherlands) 1966: 115. ,FALSE,TRUE,NA,holotype U,1.3,94273-2,urn:lsid:ipni.org:names:94273-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocactus_warasii,F.Ritter,F.Ritter,,spec.,/n/94281-2,Cactaceae,Eriocactus,warasii,NA,tax. nov.,s.n.,R.W.Büneker,NA,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Bradea,1973,1(34): 353 (fig.),1276-2,citation,Bradea 1(34): 353 (fig.). 1973 ,FALSE,TRUE,NA,holotype HERB. MEO;isotype HB,1.3,94281-2,urn:lsid:ipni.org:names:94281-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,"Holotype appears to be missing (fide Doweld, Succulenty (Moscow) 3(1-2): 56. 2000); he designated R. W. Bueneker s.n. (HB 67286) as the lectotype",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eriocereus_spinosissimus,Buining & Brederoo,Buining & Brederoo,,spec.,/n/94584-2,Cactaceae,Eriocereus,spinosissimus,NA,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen And. Sukk.,1977,"28: 49, fig",3349-2,citation,"Kakteen And. Sukk. 28: 49, fig. 1977 ",FALSE,TRUE,NA,NA,1.4,94584-2,urn:lsid:ipni.org:names:94584-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Espostoa_baumannii,Kníže,Kníže,,spec.,/n/97823-2,Cactaceae,Espostoa,baumannii,NA,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Biota,1969,7: 263,5248-2,citation,Biota 7: 263. 1969 ,FALSE,TRUE,NA,NA,1.2,97823-2,urn:lsid:ipni.org:names:97823-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Espostoa_hylaea,F.Ritter,F.Ritter,,spec.,/n/97827-2,Cactaceae,Espostoa,hylaea,NA,tax. nov.,NA,NA,NA,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Taxon,1964,13: 143,812-2,citation,Taxon 13: 143. 1964 ,FALSE,TRUE,NA,NA,1.3,97827-2,urn:lsid:ipni.org:names:97827-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Facheiroa_estevesii,P.J.Braun,P.J.Braun,,spec.,/n/277127-2,Cactaceae,Facheiroa,estevesii,NA,tax. nov.,186,E.Esteves Pereira,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen And. Sukk.,1986,"37: 79, fig",3349-2,citation,"Kakteen And. Sukk. 37: 79, fig. 1986 ",FALSE,TRUE,NA,holotype KOELN,1.3,277127-2,urn:lsid:ipni.org:names:277127-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Facheiroa_pilosa,F.Ritter,F.Ritter,,spec.,/n/102945-2,Cactaceae,Facheiroa,pilosa,NA,tax. nov.,1000,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Kakteen Südamerika,1979,1: 219,11126-2,citation,Kakteen Südamerika 1: 219. 1979 ,FALSE,TRUE,NA,holotype U,1.3,102945-2,urn:lsid:ipni.org:names:102945-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Facheiroa_pubiflora,Britton & Rose,Britton & Rose,,spec.,/n/102946-2,Cactaceae,Facheiroa,pubiflora,Cacti Eastern Brazil 430. 2004 ,tax. nov.,s.n.,Leo Zehntner,Oct 1917,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,on the Serra de Cannabrava (Chique-Chique district),32089099,,Cactaceae (Britton & Rose),1920,2: 173,9105-2,citation,Cactaceae (Britton & Rose) 2: 173. 1920 [9 Sep 1920] (as “publiflora”),FALSE,TRUE,N.P.Taylor &amp; Zappi,lectotype US,1.1.2.1.1.1.2.1,102946-2,urn:lsid:ipni.org:names:102946-2,TRUE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/32089099&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,9 Sep 1920,(as “publiflora”),The published epithet spelling “publiflora” is construed here as a typographical error for “pubiflora.(protologue: pseudocephalium … composed of a dense mass of short brown or red hairs … scales on ovary and flower-tube … obscured by the long hairs from the axils of other scales”),,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_albicolumnaris,F.Ritter,F.Ritter,,spec.,/n/105512-2,Cactaceae,Frailea,albicolumnaris,NA,tax. nov.,1385a,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,NA,,Kakteen Südamerika,1979,"1: 207 (-208), fig",11126-2,citation,"Kakteen Südamerika 1: 207 (-208), fig. 1979 ",FALSE,TRUE,NA,holotype U,1.3,105512-2,urn:lsid:ipni.org:names:105512-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_albifusca,F.Ritter,F.Ritter,,spec.,/n/105513-2,Cactaceae,Frailea,albifusca,NA,tax. nov.,1392,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,NA,,Kakteen Südamerika,1979,"1: 202, fig",11126-2,citation,"Kakteen Südamerika 1: 202, fig. 1979 ",FALSE,TRUE,NA,holotype U,1.3,105513-2,urn:lsid:ipni.org:names:105513-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_altasensis,Prestlé,Prestlé,,spec.,/n/1005211-1,Cactaceae,Frailea,altasensis,NA,tax. nov.,PR 422,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,TRUE,NA,NA,,Gattung Frailea,1997,126 (1997),20035870-1,citation,Gattung Frailea 126 (1997). ,FALSE,TRUE,NA,holotype Institute of Systematic Botany,1.5,1005211-1,urn:lsid:ipni.org:names:1005211-1,FALSE,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_asperispina,F.Ritter,F.Ritter,,spec.,/n/105514-2,Cactaceae,Frailea,asperispina,NA,tax. nov.,1368,F.Ritter,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,NA,,Kakteen Südamerika,1979,1: 208,11126-2,citation,Kakteen Südamerika 1: 208. 1979 ,FALSE,TRUE,NA,holotype U,1.3,105514-2,urn:lsid:ipni.org:names:105514-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_asterioides,Werderm.,Werderm.,,spec.,/n/105515-2,Cactaceae,Frailea,asterioides,NA,tax. nov.,NA,NA,NA,"Rio Grande do Sul (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,NA,,Repert. Spec. Nov. Regni Veg.,1937,42: 6,788-2,citation,Repert. Spec. Nov. Regni Veg. 42: 6. 1937 ,FALSE,TRUE,NA,NA,1.3,105515-2,urn:lsid:ipni.org:names:105515-2,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1937&rft.spage=6&rft.volume=42&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_aureinitens,Buining & Brederoo,Buining & Brederoo,,spec.,/n/105519-2,Cactaceae,Frailea,aureinitens,NA,tax. nov.,H178,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,NA,,Succulenta (Netherlands),1976,"55: 62, fig",2959-2,citation,"Succulenta (Netherlands) 55: 62, fig. 1976 ",FALSE,TRUE,NA,holotype U,1.3,105519-2,urn:lsid:ipni.org:names:105519-2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_aureispina,F.Ritter,F.Ritter,,spec.,/n/105521-2,Cactaceae,Frailea,aureispina,NA,tax. nov.,FR 1386,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,NA,,Kakteen Südamerika,1979,"1: 209, fig",11126-2,citation,"Kakteen Südamerika 1: 209, fig. 1979 ",FALSE,TRUE,NA,holotype U,1.3,105521-2,urn:lsid:ipni.org:names:105521-2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_caveraensis,Prestlé,Prestlé,,spec.,/n/1005119-1,Cactaceae,Frailea,caveraensis,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"96 (1997), without latin descr. or type",20035870-1,citation,"Gattung Frailea 96 (1997), without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,1005119-1,urn:lsid:ipni.org:names:1005119-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frailea_crucifica,Prestlé,Prestlé,,spec.,/n/1005225-1,Cactaceae,Frailea,crucifica,NA,tax. nov.,NA,NA,NA,Brazil South (Rio Grande do Sul).,FALSE,FALSE,FALSE,NA,NA,,Gattung Frailea,1997,"143 (1997), without latin descr. or type",20035870-1,citation,"Gattung Frailea 143 (1997), without latin descr. or type. ",FALSE,TRUE,NA,NA,1.5,1005225-1,urn:lsid:ipni.org:names:1005225-1,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,Brazil South (Rio Grande do Sul).,1997,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
