name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,distribution,hybrid,hybridGenus,inPowo,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,bhlLink,collectionNumber,collectorTeam,collectionDate1,locality,referenceRemarks,remarks,typeLocations,typeCoordinates,pageAsText,typeRemarks,infraspecies,speciesAuthor,basionymAuthorStr,originalTaxonDistribution,originalHybridParentage,typeNote,bibliographicReference,typeChosenBy,nameStatus,nameStatusType,originalRemarks
Cryptanthus_vinosibracteatus,D.M.C.Ferreira & Louzada,D.M.C.Ferreira & Louzada,,spec.,/n/77307617-1,Bromeliaceae,Cryptanthus,vinosibracteatus,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2022,1 Nov 2022,571(1): 70,20011462-1,citation,Phytotaxa 571(1): 70. 2022 [1 Nov 2022] [epublished],FALSE,TRUE,1.1,77307617-1,urn:lsid:ipni.org:names:77307617-1,wfo-1000041395,TRUE,TRUE,TRUE,FALSE,FALSE,NA,834,D.Cavalcanti &amp; L.Daneu,17 Jul 2019,"Itapetinga, Fazenda Santa Cruz, antiga propriedade de Salvador, atualmente de Vardão, 308 m",[epublished],doi:10.11646/phytotaxa.571.1.5,holotype UFP,,NA,Cultivated from specimen collected on 19 Mar 2018.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyckia_altoana,P.J.Braun & K.-H.Tank,P.J.Braun & K.-H.Tank,,spec.,/n/77235220-1,Bromeliaceae,Dyckia,altoana,tax. nov.,"Goiás (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,,Bromelie,2021,NA,2021(3): 135,16760-2,citation,Bromelie 2021(3): 135. ,FALSE,TRUE,1.1,77235220-1,urn:lsid:ipni.org:names:77235220-1,wfo-1000026851,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1917,K.-H.Tank,11 Oct 2019,"Northern part of Estado Goiás, south of Alto Paraiso de Goiás, c. 780 m",NA,The specific epithet refers to the habitat near the city of Alto Paraiso de Goiás.,holotype HAS 97.657,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyckia_burle-marxii,L.B.Sm. & Read,L.B.Sm. & Read,,spec.,/n/86216-2,Bromeliaceae,Dyckia,burle-marxii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Phytologia,1977,NA,38: 137 (-138),1034-2,citation,Phytologia 38: 137 (-138). 1977 ,FALSE,TRUE,1.4,86216-2,urn:lsid:ipni.org:names:86216-2,wfo-0000400222,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1977&rft.spage=137&rft.volume=38&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,s. n,R.Burle-Marx,NA,NA,NA,NA,holotype HB,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyckia_desmetiana,Baker,Baker,,spec.,/n/86233-2,Bromeliaceae,Dyckia,desmetiana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Bot. Mag.,1894,NA,120: t. 7340,864-2,citation,Bot. Mag. 120: t. 7340. 1894 ,FALSE,TRUE,1.4,86233-2,urn:lsid:ipni.org:names:86233-2,wfo-0000400318,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyckia_inconspicua,P.J.Braun & K.-H.Tank,P.J.Braun & K.-H.Tank,,spec.,/n/77235217-1,Bromeliaceae,Dyckia,inconspicua,tax. nov.,"Goiás (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,,Bromelie,2021,NA,2021(3): 101,16760-2,citation,Bromelie 2021(3): 101. ,FALSE,TRUE,1.3,77235217-1,urn:lsid:ipni.org:names:77235217-1,wfo-1000026853,FALSE,TRUE,TRUE,FALSE,FALSE,NA,1916,K.-H.Tank,10 Oct 2019,"Northeast of Estado Goiás, north of Teresina de Goiás, c. 440 m",NA,The specific epithet refers to the inconspicuous morphology and growth in the habitat.,holotype HAS 97.656;isotype HAS 97.655,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyckia_joanae-marcioi,"P.J.Braun, Esteves & Scharf","P.J.Braun, Esteves & Scharf",,spec.,/n/77091507-1,Bromeliaceae,Dyckia,joanae-marcioi,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Bromelie,2008,NA,2008(1): 36 (33-46; figs.),16760-2,citation,Bromelie 2008(1): 36 (33-46; figs.). ,FALSE,TRUE,1.2,77091507-1,urn:lsid:ipni.org:names:77091507-1,wfo-0000835335,FALSE,TRUE,TRUE,FALSE,FALSE,NA,493,E.Esteves Pereira &amp; P.J.Braun,27 Aug 1999,"In montibus prope urbem Mato Verde, c. 900m",NA,NA,holotype UFG;isotype HAL 103321,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyckia_magnifica,Büneker & Mariath,Büneker & Mariath,,spec.,/n/77313428-1,Bromeliaceae,Dyckia,magnifica,tax. nov.,"Rio Grande do Sul (Brazil South, Brazil, Southern America);Santa Catarina (Brazil South, Brazil, Southern America);",FALSE,FALSE,FALSE,,Phytotaxa,2023,5 May 2023,595(2): 177,20011462-1,citation,Phytotaxa 595(2): 177. 2023 [5 May 2023] [epublished],FALSE,TRUE,1.2,77313428-1,urn:lsid:ipni.org:names:77313428-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,616,"H.M.Büneker, R.C.Pontes &amp; J.C.Silva",8 Feb 2017,"Santa Catarina: Abdon Batista, Perau do Macaco Branco",[epublished],"doi:10.11646/phytotaxa.595.2.4 Etymology: 'The specific epithet “magnifica”, reflects the beauty of the new species. This epithet was created and disseminated by the Dyckia cultivation enthusiast Constantino Gastaldi, who distributed specimens of it to several collectors and botanical collections under this name'.",holotype HDCF,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyckia_marnier-lapostollei,L.B.Sm.,L.B.Sm.,,spec.,/n/86295-2,Bromeliaceae,Dyckia,marnier-lapostollei,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bull. Bromeliad Soc.,1966,NA,16: 102 (-103; fig.),5109-2,citation,Bull. Bromeliad Soc. 16: 102 (-103; fig.). 1966 ,FALSE,TRUE,1.2.2.1.1.1,86295-2,urn:lsid:ipni.org:names:86295-2,wfo-0000400705,FALSE,TRUE,TRUE,FALSE,FALSE,NA,s.n.,L.Horst,1965,Diamantina,NA,NA,holotype HEID,,NA,"Type collection flowered in cultivation at Jardin Botaniques Les Cedres in St. Jean Cap-Ferrat, France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyckia_mello-barretoi,L.B.Sm.,L.B.Sm.,,spec.,/n/86296-2,Bromeliaceae,Dyckia,mello-barretoi,tax. nov.,"Minas Gerais (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1960,NA,"7: 109, tab. 1, fig. 16-19",1034-2,citation,"Phytologia 7: 109, tab. 1, fig. 16-19. 1960 ",FALSE,TRUE,1.3,86296-2,urn:lsid:ipni.org:names:86296-2,wfo-0000400725,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1960&rft.spage=109&rft.volume=7&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Encholirium_josinoi-narcisae,P.J.Braun & Esteves,P.J.Braun & Esteves,,spec.,/n/77179027-1,Bromeliaceae,Encholirium,josinoi-narcisae,tax. nov.,"Goiás (Brazil West-Central, Brazil, Southern America)",FALSE,FALSE,TRUE,,Bromelie,2018,NA,2018(1): 33,16760-2,citation,Bromelie 2018(1): 33. ,FALSE,TRUE,1.2,77179027-1,urn:lsid:ipni.org:names:77179027-1,wfo-1000003912,FALSE,TRUE,TRUE,FALSE,FALSE,NA,E-788,E.Esteves Pereira,NA,"Municipio Monte Alegre de Goiás, 570 m",NA,NA,holotype UFG 60.896,,NA,ex cult. fl. May 2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Encholirium_pierre-braunii,Esteves,Esteves,,spec.,/n/77165333-1,Bromeliaceae,Encholirium,pierre-braunii,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Bromelie,2017,NA,2017(2): 83,16760-2,citation,Bromelie 2017(2): 83. ,FALSE,TRUE,1.1,77165333-1,urn:lsid:ipni.org:names:77165333-1,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,E-489,E.Esteves Pereira,NA,"Municipality of Serra do Ramalho, west of the Rio São Francisco, 740 m",NA,Named for Dr. Pierre Braun.,holotype UFG 50.535,,NA,"ex cult., fl. May 2015 coll. in the wild P.J.Braun & Esteves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fosterella_batistana,"Ibisch, Leme & J.Peters","Ibisch, Leme & J.Peters",,spec.,/n/60452317-2,Bromeliaceae,Fosterella,batistana,tax. nov.,"Pará (Brazil, Southern America)",FALSE,FALSE,TRUE,,Selbyana,2009,dt. 2008; issued 7 Jan 2009,"29(2): 183 (-185; figs. 1, 4-5)",1216-2,citation,"Selbyana 29(2): 183 (-185; figs. 1, 4-5). 2009 [dt. 2008; issued 7 Jan 2009] ",FALSE,TRUE,1.1.2.1.1.1,60452317-2,urn:lsid:ipni.org:names:60452317-2,wfo-0000912671,FALSE,TRUE,TRUE,FALSE,FALSE,NA,5078,E. M. C. Leme,Jan 2001,Mun. de Itaituba ... Curua-una waterfall (west side of Serra do Cachimbo),NA,NA,holotype HB;isotype SEL,,NA,"Type specimen, collected by Joao Batista Fernandes da Silva (s.n.), flowered in cultivation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gravisia_costantinii,Mez,Mez,,spec.,/n/113363-2,Bromeliaceae,Gravisia,costantinii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Repert. Spec. Nov. Regni Veg.,1916,NA,14: 245,788-2,citation,Repert. Spec. Nov. Regni Veg. 14: 245. 1916 ,FALSE,TRUE,1.5,113363-2,urn:lsid:ipni.org:names:113363-2,wfo-0000431049,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/243872&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,"Named after Prof Costantin of the Muséum d'Histoire Naturelle, Paris.",NA,,243872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guzmania_xipholepis,L.B.Sm.,L.B.Sm.,,spec.,/n/115269-2,Bromeliaceae,Guzmania,xipholepis,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1963,NA,9: 248,1034-2,citation,Phytologia 9: 248. 1963 ,FALSE,TRUE,1.2,115269-2,urn:lsid:ipni.org:names:115269-2,wfo-0000433145,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1963&rft.spage=248&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hohenbergia_amargosensis,E.H.Souza & Leme,E.H.Souza & Leme,,spec.,/n/77306103-1,Bromeliaceae,Hohenbergia,amargosensis,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2022,30 Sep 2022,567(1): 87,20011462-1,citation,Phytotaxa 567(1): 87. 2022 [30 Sep 2022] [epublished],FALSE,TRUE,1.1,77306103-1,urn:lsid:ipni.org:names:77306103-1,wfo-1000040879,TRUE,TRUE,TRUE,FALSE,FALSE,NA,312,E.H.Souza &amp; S.Andrade e Andrade,27 May 2021,"Amargosa, Sítio Renascer, Baixa de Areia, c. 1 km da Cidade, 379 m",[epublished],doi:10.11646/phytotaxa.567.1.8 Etymology: 'The specific epithet amargosensis refers to the type locality'.,holotype HURB [2 sheets];isotype ALCB;isotype HVASF;isotype RB;isotype R,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hohenbergia_correia-arauji,E.Pereira & Moutinho,E.Pereira & Moutinho,,spec.,/n/123457-2,Bromeliaceae,Hohenbergia,correia-arauji,tax. nov.,"Bahia (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bradea,1980,NA,"3(120: 88 (-89), fig",1276-2,citation,"Bradea 3(120: 88 (-89), fig. 1980 ",FALSE,TRUE,1.5,123457-2,urn:lsid:ipni.org:names:123457-2,wfo-0000442102,FALSE,TRUE,TRUE,FALSE,FALSE,NA,14,L.K.Correia de Araujo,NA,NA,NA,Flowered in cultivation on 15 Mar 1980.,holotype HB,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hohenbergia_densa,B.P.Cavalcante,B.P.Cavalcante,,spec.,/n/77221358-1,Bromeliaceae,Hohenbergia,densa,tax. nov.,"Rio Grande do Norte (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2021,15 Sep 2021,520(2): 204,20011462-1,citation,Phytotaxa 520(2): 204. 2021 [15 Sep 2021] [epublished],FALSE,TRUE,1.3,77221358-1,urn:lsid:ipni.org:names:77221358-1,wfo-1000027382,TRUE,TRUE,TRUE,FALSE,FALSE,NA,102,B.P. Cavalcante,9 Feb 2021,"Espírito Santo. Arredores da Mata do pilão, Caatinga aberta próximo das trilhas que levam para gameleira, 36 m",[epublished],"doi:10.11646/phytotaxa.520.2.7 The specific epithet refers to the aspect of the plant, that commonly is seen as a short and robust plant, with a denser inflorescence and primary branches than other Caatinga-endemic species.",holotype UFRN UFRN26874,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hohenbergia_nidularioides,"B.P.Cavalcante, E.H.Souza, A.P.Martinelli & Versieux","B.P.Cavalcante, E.H.Souza, A.P.Martinelli & Versieux",,spec.,/n/77221301-1,Bromeliaceae,Hohenbergia,nidularioides,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2021,7 Sep 2021,518(3): 200,20011462-1,citation,Phytotaxa 518(3): 200. 2021 [7 Sep 2021] [epublished],FALSE,TRUE,1.1,77221301-1,urn:lsid:ipni.org:names:77221301-1,wfo-1000027383,TRUE,TRUE,TRUE,FALSE,FALSE,NA,26,B.P.Cavalcante &amp; E.H.Souza,28 Nov 2018,"Una, in an unnamed road that connects Una (BA-001) to Beachvilla Martin, 1 m",[epublished],"doi:10.11646/phytotaxa.518.3.2 The specific epithet refers to the inflorescence with a short peduncle and with the branches congested, conferring a nidular-like aspect to the blooming plant.",holotype HURB HURB18862,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hohenbergia_viridirubra,Leme,Leme,,spec.,/n/77130875-1,Bromeliaceae,Hohenbergia,viridirubra,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,J. Bromeliad Soc.,2013,Mar 2013,62(6): 305,3393-2,citation,J. Bromeliad Soc. 62(6): 305. 2013 [Mar 2013] ,FALSE,TRUE,1.1,77130875-1,urn:lsid:ipni.org:names:77130875-1,wfo-0001336615,FALSE,TRUE,TRUE,FALSE,FALSE,NA,6087,E.Leme,Feb 2013,"Santa Teresinha, Pedra Branca",NA,as viridorubra,holotype RB;isotype HB,,NA,"Coll. Oct 2003, fl. cult. Feb 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hohenbergia_ymboreorum,E.H.Souza & B.P.Cavalcante,E.H.Souza & B.P.Cavalcante,,spec.,/n/77306594-1,Bromeliaceae,Hohenbergia,ymboreorum,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2022,7 OCt 2022,567(3): 279,20011462-1,citation,Phytotaxa 567(3): 279. 2022 [7 OCt 2022] [epublished],FALSE,TRUE,1.1,77306594-1,urn:lsid:ipni.org:names:77306594-1,wfo-1000040964,TRUE,TRUE,TRUE,FALSE,FALSE,NA,406,E.H.Souza &amp; B.P.Cavalcante,31 Jul 2021,"Vitória da Conquista, Rodovia BA-263 - Vitória da Conquista para Itapetinga, 822 m",[epublished],"doi:10.11646/phytotaxa.567.3.7 Etymology: the specific epithet refers to the indigenous tribe called Ymboré, who lived in the area that is now Vitória da Conquista.",holotype HURB;isotype RB;isotype HVASF;isotype ALCB,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hohenmea_× itaipuana,B.R.Silva & L.F.Sousa,B.R.Silva & L.F.Sousa,,spec.,/n/327409-2,Bromeliaceae,Hohenmea,itaipuana,tax. nov.,"Niterói, Itaipu, Serra da Tiririca State Park, Morro das Andorinhas, Rio de Janeiro (Brazil, Southern America)",TRUE,FALSE,TRUE,,J. Bromeliad Soc.,2003,May 2003,53(2): 73 (71-77; figs. 20-22),3393-2,citation,J. Bromeliad Soc. 53(2): 73 (71-77; figs. 20-22). 2003 [May 2003] ,FALSE,TRUE,1.1.1.3,327409-2,urn:lsid:ipni.org:names:327409-2,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,347," B.R.Silva,L.O.F.Sousa, J.Countinho",NA,NA,NA,parents: Aechmea ramosa X Hohenbergia augustae,holotype HB;isotype FFP,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lymania_involucrata,Leme & E.H.Souza,Leme & E.H.Souza,,spec.,/n/77216036-1,Bromeliaceae,Lymania,involucrata,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytotaxa,2021,4 Mar 2021,489(2): 210,20011462-1,citation,Phytotaxa 489(2): 210. 2021 [4 Mar 2021] [epublished],FALSE,TRUE,1.1,77216036-1,urn:lsid:ipni.org:names:77216036-1,wfo-1000027758,TRUE,TRUE,TRUE,FALSE,FALSE,NA,214,E.H. Souza,28 Dec 2019,"Igrapiúna, RPPN Ouro verde, Reserva da Michelin, Mata da Vila 5, 35m",[epublished],"doi:10.11646/phytotaxa.489.2.9 The specific epithet is a reference to the well-developed involucral bracts of the inflorescence, which are an unusual characteristic in the genus and easily allow the identification of the species.",holotype HURB 25815,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoglaziovia_burle-marxii,Leme,Leme,,spec.,/n/281306-2,Bromeliaceae,Neoglaziovia,burle-marxii,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,J. Bromeliad Soc.,1990,NA,"40: 102 (-103), fig",3393-2,citation,"J. Bromeliad Soc. 40: 102 (-103), fig. 1990 ",FALSE,TRUE,1.5,281306-2,urn:lsid:ipni.org:names:281306-2,wfo-0000476516,FALSE,TRUE,TRUE,FALSE,FALSE,NA,s.n.,R.Burle-Marx,NA,NA,NA,NA,holotype HB,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoregelia_altocaririensis,Leme & L.Kollmann,Leme & L.Kollmann,,spec.,/n/77216051-1,Bromeliaceae,Neoregelia,altocaririensis,tax. nov.,"Minas Gerais (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,J. Bromeliad Soc.,2020,Jul-Sep 2020,70(3): 122,3393-2,citation,J. Bromeliad Soc. 70(3): 122. 2020 [Jul-Sep 2020] ,FALSE,TRUE,1.1,77216051-1,urn:lsid:ipni.org:names:77216051-1,wfo-1000023750,FALSE,TRUE,TRUE,FALSE,FALSE,NA,8228,E.Leme &amp; L.Kollmann,24 Mar 2010,"Próx. divisa com Bahia, Santa Maria do Salto, Talismã, P.E. do Alto Cariri, Fazenda de Flozino Teixeira, 910 m",NA,NA,holotype RB,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoregelia_correia-araujii,E.Pereira & I.A.Penna,E.Pereira & I.A.Penna,,spec.,/n/281309-2,Bromeliaceae,Neoregelia,correia-araujii,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,FALSE,,Bradea,1984,NA,"4(1): 2(-3), fig",1276-2,citation,"Bradea 4(1): 2(-3), fig. 1984 ",FALSE,TRUE,1.3,281309-2,urn:lsid:ipni.org:names:281309-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,42,L.K.Correia de Araujo,NA,NA,NA,NA,holotype HB,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoregelia_marcelli,E.Pereira & Moutinho,E.Pereira & Moutinho,,spec.,/n/169041-2,Bromeliaceae,Neoregelia,marcelli,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Bradea,1980,NA,"3(12): 89 (-90), fig",1276-2,citation,"Bradea 3(12): 89 (-90), fig. 1980 ",FALSE,TRUE,1.4,169041-2,urn:lsid:ipni.org:names:169041-2,wfo-0000476911,FALSE,TRUE,TRUE,FALSE,FALSE,NA,9,M.Correia de Araujo,NA,NA,NA,NA,holotype HB,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoregelia_mcwilliamsii,L.B.Sm.,L.B.Sm.,,spec.,/n/169044-2,Bromeliaceae,Neoregelia,mcwilliamsii,tax. nov.,"Rio de Janeiro (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1969,NA,18: 138,1034-2,citation,Phytologia 18: 138. 1969 ,FALSE,TRUE,1.3,169044-2,urn:lsid:ipni.org:names:169044-2,wfo-0000476928,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1969&rft.spage=138&rft.volume=18&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoregelia_megalodonta,L.B.Sm.,L.B.Sm.,,spec.,/n/169046-2,Bromeliaceae,Neoregelia,megalodonta,tax. nov.,"Espirito Santo (Brazil, Southern America)",FALSE,FALSE,FALSE,,Smithsonian Misc. Collect.,1955,NA,"126(1): 30, fig. 66",799-2,citation,"Smithsonian Misc. Collect. 126(1): 30, fig. 66. 1955 ",FALSE,TRUE,1.2,169046-2,urn:lsid:ipni.org:names:169046-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1955&rft.issue=1&rft.spage=30&rft.volume=126&rft_id=http://www.biodiversitylibrary.org/bibliography/8128&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoregelia_pascoliana,L.B.Sm.,L.B.Sm.,,spec.,/n/169053-2,Bromeliaceae,Neoregelia,pascoliana,tax. nov.,Brazil (Southern America),FALSE,FALSE,TRUE,,Phytologia,1972,NA,"24: 447, pl. 5, figs. 13, 14",1034-2,citation,"Phytologia 24: 447, pl. 5, figs. 13, 14. 1972 ",FALSE,TRUE,1.3,169053-2,urn:lsid:ipni.org:names:169053-2,wfo-0000476964,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1972&rft.spage=447&rft.volume=24&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,168," T.S.Santos,S.G.da Vinha",NA,NA,NA,NA,holotype US,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoregelia_pendula,L.B.Sm.,L.B.Sm.,,spec.,/n/169056-2,Bromeliaceae,Neoregelia,pendula,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1963,NA,9: 244,1034-2,citation,Phytologia 9: 244. 1963 ,FALSE,TRUE,1.3,169056-2,urn:lsid:ipni.org:names:169056-2,wfo-0000476968,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1963&rft.spage=244&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoregelia_silvimontana,Leme & J.A.Siqueira,Leme & J.A.Siqueira,,spec.,/n/77089994-1,Bromeliaceae,Neoregelia,silvimontana,tax. nov.,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,TRUE,,Fragm. Atlantic Forest N. E. Brazil,2007,Apr 2007,400 (-403; figs.),20008386-2,citation,Fragm. Atlantic Forest N. E. Brazil 400 (-403; figs.). 2007 [Apr 2007] ,FALSE,TRUE,1.2,77089994-1,urn:lsid:ipni.org:names:77089994-1,wfo-0000836240,FALSE,TRUE,TRUE,FALSE,FALSE,NA,5288,"E.Leme, R.Reis Jr., J.C.Falcon &amp; E.Silva",15 Aug 2001,"Nova Canaã, Serra da Boa Vista (Oricana), 600-700m",NA,as silvomontana,holotype HB;isotype CEPEC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neoregelia_wurdackii,L.B.Sm.,L.B.Sm.,,spec.,/n/169082-2,Bromeliaceae,Neoregelia,wurdackii,tax. nov.,"Amazonas (Brazil, Southern America)",FALSE,FALSE,TRUE,,Phytologia,1963,NA,9: 244,1034-2,citation,Phytologia 9: 244. 1963 ,FALSE,TRUE,1.3,169082-2,urn:lsid:ipni.org:names:169082-2,wfo-0000477041,FALSE,TRUE,TRUE,FALSE,FALSE,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1963&rft.spage=244&rft.volume=9&rft_id=http://www.biodiversitylibrary.org/bibliography/12678&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
