name,authors,publishingAuthor,authorTeam,rank,url,family,genus,species,citationType,collectionNumber,collectorTeam,collectionDate1,distribution,hybrid,hybridGenus,inPowo,locality,linkedPublication,publication,publicationYear,publicationYearNote,referenceCollation,publicationId,recordType,reference,suppressed,topCopy,typeLocations,version,id,fqId,wfoId,hasNomenclaturalNotes,hasExternalLinks,hasTypeData,hasOriginalData,hasLinks,referenceRemarks,remarks,typeCoordinates,pageAsText,bhlLink,originalRemarks,originalTaxonDistribution,infraspecies,speciesAuthor,typeRemarks,bibliographicReference,typeChosenBy,nameStatus,nameStatusType,typeNote,collectionDate2,bibliographicTypeInfo
Nephromeria_poeppigiana,Schindl.,Schindl.,,spec.,/n/169581-2,Fabaceae,Nephromeria,poeppigiana,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Repert. Spec. Nov. Regni Veg.,1924,NA,20: 283,788-2,citation,Repert. Spec. Nov. Regni Veg. 20: 283. 1924 ,FALSE,TRUE,NA,1.3,169581-2,urn:lsid:ipni.org:names:169581-2,wfo-0000178135,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1924&rft.spage=283&rft.volume=20&rft_id=http://www.biodiversitylibrary.org/bibliography/276&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peltogyne_barbata,Kochan. & Mansano,Kochan. & Mansano,,spec.,/n/77202827-1,Leguminosae,Peltogyne,barbata,tax. nov.,7280,G.M.Martinelli,7 Jul 1980,"Pará (Brazil North, Brazil, Southern America)",FALSE,FALSE,FALSE,"Oriximiná, Porto Trombetas, Macaxeira Lake",,Kew Bull.,2020,29 Apr 2020,75(1)-6: 1,987-2,citation,Kew Bull. 75(1)-6: 1. 2020 [29 Apr 2020] [epublished],FALSE,TRUE,holotype RB;isotype INPA;isotype K;isotype HUEFS;isotype MBM;isotype MG;isotype MO;isotype NY;isotype SPF;isotype UEC,1.2,77202827-1,urn:lsid:ipni.org:names:77202827-1,wfo-1000023999,TRUE,TRUE,TRUE,FALSE,FALSE,[epublished],doi:10.1007/S12225-020-9861-Y,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phaseolus_clitoroides,Benth.,Benth.,,spec.,/n/192393-2,Fabaceae,Phaseolus,clitoroides,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Commentat. Legum. Gen.,1837,NA,73 (-74),4735-2,citation,Commentat. Legum. Gen. 73 (-74). 1837 Ann. Wiener Mus. 2: 137 (-138).  1839 1840,FALSE,TRUE,NA,1.2,192393-2,urn:lsid:ipni.org:names:192393-2,NA,TRUE,FALSE,TRUE,FALSE,FALSE,Ann. Wiener Mus. 2: 137 (-138).  1839 1840,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phaseolus_dolicopsoides,Hoehne,Hoehne,,spec.,/n/308685-2,Fabaceae,Phaseolus,dolicopsoides,tax. nov.,s.n.,A.Gehrt,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Arch. Bot. Sao Paulo,1938,NA,1: 26    fig,532-2,citation,Arch. Bot. Sao Paulo 1: 26    fig. 1938 ,FALSE,TRUE,holotype SP;isotype NY,1.3,308685-2,urn:lsid:ipni.org:names:308685-2,wfo-0001052233,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phaseolus_obvallatus,Schltdl.,Schltdl.,,spec.,/n/192498-2,Fabaceae,Phaseolus,obvallatus,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Linnaea,1838,NA,12: 228,703-2,citation,Linnaea 12: 228. 1838 ,FALSE,TRUE,NA,1.1.2.1.1.1,192498-2,urn:lsid:ipni.org:names:192498-2,wfo-0000170663,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,102093,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/102093&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchosia_hagenbeckii,Harms,Harms,,spec.,/n/220050-2,Fabaceae,Rhynchosia,hagenbeckii,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Bot. Jahrb. Syst.,1903,13 Mar 1903,"33(2, Beibl. 72): 29",553-2,citation,"Bot. Jahrb. Syst. 33(2, Beibl. 72): 29. 1903 [13 Mar 1903] ",FALSE,TRUE,NA,1.4,220050-2,urn:lsid:ipni.org:names:220050-2,wfo-0000186466,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchosia_ituana,Hoehne,Hoehne,,spec.,/n/220055-2,Fabaceae,Rhynchosia,ituana,tax. nov.,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,TRUE,NA,,Bol. Inst. Brasil. Sci.,1926,NA,"2: 253, pl. 6",3890-2,citation,"Bol. Inst. Brasil. Sci. 2: 253, pl. 6. 1926 ",FALSE,TRUE,NA,1.3,220055-2,urn:lsid:ipni.org:names:220055-2,wfo-0000166391,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchosia_kuntzei,Harms ex Kuntze,Harms ex Kuntze,,spec.,/n/220058-2,Fabaceae,Rhynchosia,kuntzei,tax. nov.,NA,NA,NA,"Mato Grosso (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Revis. Gen. Pl.,1898,28 Sep 1898,3[3]: 61,1063-2,citation,Revis. Gen. Pl. 3[3]: 61. 1898 [28 Sep 1898] ,FALSE,TRUE,NA,1.7,220058-2,urn:lsid:ipni.org:names:220058-2,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,,3280,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft_id=http://www.biodiversitylibrary.org/page/3280&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchosia_schenckii,Taub.,Taub.,,spec.,/n/220110-2,Fabaceae,Rhynchosia,schenckii,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,FALSE,NA,,Flora,1889,NA,72 (n. s. 47): 429,648-2,citation,Flora 72 (n. s. 47): 429. 1889 ,FALSE,TRUE,NA,1.3,220110-2,urn:lsid:ipni.org:names:220110-2,wfo-0000405781,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sclerolobium_rubiginosum,Mart. ex Tul.,Mart. ex Tul.,,spec.,/n/518144-1,Leguminosae,Sclerolobium,rubiginosum,tax. nov.,NA,NA,NA,Brazil (Southern America),FALSE,FALSE,TRUE,NA,,Arch. Mus. Hist. Nat.,1844,NA,4: 123,849-2,citation,Arch. Mus. Hist. Nat. 4: 123. 1844 ,FALSE,TRUE,NA,1.3,518144-1,urn:lsid:ipni.org:names:518144-1,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,http://www.biodiversitylibrary.org/openurl?ctx_ver=Z39.88-2004&rft.date=1844&rft.spage=123&rft.volume=4&rft_id=http://www.biodiversitylibrary.org/bibliography/35667&rft_val_fmt=info:ofi/fmt:kev:mtx:book&url_ver=z39.88-2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senna_barnebyana,Afr.Fern.,Afr.Fern.,,spec.,/n/2984070-1,Leguminosae,Senna,barnebyana,tax. nov.,NA,NA,NA,Brazil Northeast (Ceará;Piauí).;,FALSE,FALSE,FALSE,NA,,see Lass. in Brittonia,1994,1994,33(4): 513 (1981),NA,citation,see Lass. in Brittonia 33(4): 513 (1981). 1994 ,FALSE,TRUE,NA,1.1.2.1.1.2,2984070-1,urn:lsid:ipni.org:names:2984070-1,NA,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,,NA,NA,NA,"Brazil Northeast (Ceará, Piauí).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senna_dryadica,A.G.Lima & Mansano,A.G.Lima & Mansano,,spec.,/n/77326626-1,Leguminosae,Senna,dryadica,tax. nov.,1945,"L.C.Giordano, S.V.A.Pessoa, S.M.Vaz &amp; C.A.G.Soares",28 Apr 1995,"Rio de Janeiro (Brazil Southeast, Brazil, Southern America)",FALSE,FALSE,FALSE,"Santa Maria Madalena, Parque Estadual do Desengano, caminho do ribeirão vermelho, 800–900 m",,Nordic J. Bot.,2023,17 Aug 2023,2023(9)-e03947: 2,2633-2,citation,Nordic J. Bot. 2023(9)-e03947: 2. [17 Aug 2023] [epublished],FALSE,TRUE,holotype RB 00157755,1.4,77326626-1,urn:lsid:ipni.org:names:77326626-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,[epublished],"doi:10.1111/njb.03947 Etymology: name celebrates the Atlantic forest and the legacy of Carl Friedrich Philipp von Martius (1794–1868), who named the Brazilian Atlantic forest after the Dryads, Greek mythology's nymphs of trees.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senna_franciscana,A.G.Lima & Mansano,A.G.Lima & Mansano,,spec.,/n/77326627-1,Leguminosae,Senna,franciscana,tax. nov.,14668,"L.P.Queiroz, R.M.Salas, P.G.Ribeiro &amp; D.Cardoso",19 May 2010,"Bahia (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,FALSE,"Ibiraba, c. 37 km N de Barra,  430 m",,Nordic J. Bot.,2023,17 Aug 2023,2023(9)-e03947: 5,2633-2,citation,Nordic J. Bot. 2023(9)-e03947: 5. [17 Aug 2023] [epublished],FALSE,TRUE,holotype HUEFS 000196510;isotype ASE 0010729;isotype UEC 084796,1.5,77326627-1,urn:lsid:ipni.org:names:77326627-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,[epublished],"doi:10.1111/njb.03947 Etymology: name refers to the new species' habitat and also celebrates the São Francisco river, one of the longest Brazilian rivers and emblematic due to its economic, ecological, social and cultural importance.",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sesbania_paulensis,Barb.Rodr.,Barb.Rodr.,,spec.,/n/235094-2,Fabaceae,Sesbania,paulensis,tax. nov.,NA,NA,NA,"Sao Paulo (Brazil, Southern America)",FALSE,FALSE,FALSE,NA,,Pl. Jard. Rio de Janeiro,1893,NA,"2: 13, tab. 2",3655-2,citation,"Pl. Jard. Rio de Janeiro 2: 13, tab. 2. 1893 ",FALSE,TRUE,NA,1.2,235094-2,urn:lsid:ipni.org:names:235094-2,wfo-0000498303,FALSE,TRUE,TRUE,FALSE,FALSE,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stylosanthes_acicularis,Gissi & Fort.-Perez,Gissi & Fort.-Perez,,spec.,/n/77325495-1,Fabaceae,Stylosanthes,acicularis,tax. nov.,s.n.,R.V.C.Saraiva,6 Apr 2017,"Maranhão (Brazil Northeast, Brazil, Southern America)",FALSE,FALSE,FALSE,"Carolina, Parque Nacional Chapada das Mesas, 337 m",,Brittonia,2023,6 Mar 2023,75(2): 192,561-2,citation,Brittonia 75(2): 192. 2023 [6 Mar 2023] [epublished],FALSE,TRUE,holotype SLUI herb. no. 4987,1.2,77325495-1,urn:lsid:ipni.org:names:77325495-1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,[epublished],doi:10.1007/s12228-022-09724-w Etymology: 'The specific epithet refers to the linear leaflets'.,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
