name,family,genus,species,authors,citationType,rank,reference,publication,publicationYear,referenceCollation,publicationId,typeLocations,collectorTeam,collectionNumber,collectionDate1,distribution,locality,id,publicationYearNote,remarks,url,source
Condilorachia brasiliensis,Poaceae,Condilorachia,brasiliensis,"(Louis-Marie) P.M.Peterson, Romasch. & Soreng",NA,Species,J. Syst. Evol. 60: 586 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77308352-1,NA,NA,https://powo.science.kew.org/taxon/77308352-1,POWO
Rhombolytrum monandrum,Poaceae,Rhombolytrum,monandrum,(Hack.) Nicora & Rúgolo,NA,Species,Darwiniana 23: 302 (1981),NA,1981,NA,NA,NA,NA,NA,NA,NA,NA,219689-2,NA,NA,https://powo.science.kew.org/taxon/219689-2,POWO
Poa sellovii,Poaceae,Poa,sellovii,Nees,NA,Species,"C.F.P.von Martius, Fl. Bras. Enum. Pl. 2: 491 (1829)",NA,1829,NA,NA,NA,NA,NA,NA,NA,NA,418009-1,NA,NA,https://powo.science.kew.org/taxon/418009-1,POWO
Schenckochloa barbata,Poaceae,Schenckochloa,barbata,(Hack.) J.J.Ortíz,NA,Species,Candollea 46: 243 (1991),NA,1991,NA,NA,NA,NA,NA,NA,NA,NA,963112-1,NA,NA,https://powo.science.kew.org/taxon/963112-1,POWO
Trichanthecium machrisianum,Poaceae,Trichanthecium,machrisianum,(Swallen) Zuloaga & Morrone,NA,Species,Syst. Bot. Monogr. 94: 40 (2011),NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,77119530-1,NA,NA,https://powo.science.kew.org/taxon/77119530-1,POWO
Trichanthecium noterophilum,Poaceae,Trichanthecium,noterophilum,(Renvoize) Zuloaga & Morrone,NA,Species,Syst. Bot. Monogr. 94: 51 (2011),NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,77119537-1,NA,NA,https://powo.science.kew.org/taxon/77119537-1,POWO
Paspalum aberrans,Poaceae,Paspalum,aberrans,(Döll) Morrone & Zuloaga,NA,Species,Pl. Syst. Evol. 300: 1067 (2013),NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,77138737-1,NA,NA,https://powo.science.kew.org/taxon/77138737-1,POWO
Axonopus ramosus,Poaceae,Axonopus,ramosus,Swallen,NA,Species,Contr. U.S. Natl. Herb. 29: 413 (1950),NA,1950,NA,NA,NA,NA,NA,NA,NA,NA,27407-2,NA,NA,https://powo.science.kew.org/taxon/27407-2,POWO
Chusquea magnifolia,Poaceae,Chusquea,magnifolia,L.G.Clark,NA,Species,Syst. Bot. 34: 681 (2009),NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,77105873-1,NA,NA,https://powo.science.kew.org/taxon/77105873-1,POWO
Otachyrium pterigodium,Poaceae,Otachyrium,pterigodium,(Trin.) Pilg.,NA,Species,Notizbl. Bot. Gart. Berlin-Dahlem 11: 239 (1931),NA,1931,NA,NA,NA,NA,NA,NA,NA,NA,177319-2,NA,NA,https://powo.science.kew.org/taxon/177319-2,POWO
Leptochloa exilis,Poaceae,Leptochloa,exilis,(Renvoize) P.M.Peterson,NA,Species,Taxon 64: 458 (2015),NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,60468995-2,NA,NA,https://powo.science.kew.org/taxon/60468995-2,POWO
Stapfochloa berroi,Poaceae,Stapfochloa,berroi,(Arechav.) P.M.Peterson,NA,Species,Taxon 64: 459 (2015),NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,60469003-2,NA,NA,https://powo.science.kew.org/taxon/60469003-2,POWO
Digitaria leiantha,Poaceae,Digitaria,leiantha,(Hack.) Parodi,NA,Species,Physis (Buenos Aires) 8: 21 (1928),NA,1928,NA,NA,NA,NA,NA,NA,NA,NA,80278-2,NA,NA,https://powo.science.kew.org/taxon/80278-2,POWO
Digitaria pittieri,Poaceae,Digitaria,pittieri,(Hack.) Henrard,NA,Species,Blumea 1: 99 (1934),NA,1934,NA,NA,NA,NA,NA,NA,NA,NA,80308-2,NA,NA,https://powo.science.kew.org/taxon/80308-2,POWO
Rosengurttia monandra,Poaceae,Rosengurttia,monandra,(Hack.) L.N.Silva,NA,Species,J. Syst. Evol. 60: 709 (2021),NA,2021,NA,NA,NA,NA,NA,NA,NA,NA,77315573-1,NA,NA,https://powo.science.kew.org/taxon/77315573-1,POWO
Rottboellia balansae,Poaceae,Rottboellia,balansae,Hack.,NA,Species,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 2(3): 312 (1883)",NA,1883,NA,NA,NA,NA,NA,NA,NA,NA,284418-2,NA,NA,https://powo.science.kew.org/taxon/284418-2,POWO
Oedochloa mayarensis,Poaceae,Oedochloa,mayarensis,(C.Wright) C.Silva & R.P.Oliveira,NA,Species,Molec. Phylogen. Evol. 93: 231 (2015),NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,77152173-1,NA,NA,https://powo.science.kew.org/taxon/77152173-1,POWO
Urochloa oligobrachiata,Poaceae,Urochloa,oligobrachiata,(Pilg.) Kartesz,NA,Species,"Synth. N. Amer. Fl., nomencl. innov. 1(Nomencl. Innov.): 40 (1999)",NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,1093791-2,NA,NA,https://powo.science.kew.org/taxon/1093791-2,POWO
Sporobolus coarctatus,Poaceae,Sporobolus,coarctatus,(Trin.) P.M.Peterson & Saarela,NA,Species,Taxon 63: 1236 (2014),NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,77144709-1,NA,NA,https://powo.science.kew.org/taxon/77144709-1,POWO
Calotheca brizoides,Poaceae,Calotheca,brizoides,(Lam.) P.Beauv.,NA,Species,"Ess. Agrostogr.: 86, 155 (1812)",NA,1812,NA,NA,NA,NA,NA,NA,NA,NA,394961-1,NA,NA,https://powo.science.kew.org/taxon/394961-1,POWO
Elymus scabrifolius,Poaceae,Elymus,scabrifolius,(Döll) J.H.Hunz.,NA,Species,Darwiniana 35: 167 (1998),NA,1998,NA,NA,NA,NA,NA,NA,NA,NA,1156084-2,NA,NA,https://powo.science.kew.org/taxon/1156084-2,POWO
Muhlenbergia bryophilus,Poaceae,Muhlenbergia,bryophilus,(Döll) P.M.Peterson,NA,Species,Caldasia 31: 279 (2009),NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,77107519-1,NA,NA,https://powo.science.kew.org/taxon/77107519-1,POWO
Stapfochloa grandiflora,Poaceae,Stapfochloa,grandiflora,(Roseng. & Izag.) Wipff & Shaw,NA,Species,Phytoneuron 2018-54: 4 (2018),NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,77203991-1,NA,NA,https://powo.science.kew.org/taxon/77203991-1,POWO
Leptochloa anisopoda,Poaceae,Leptochloa,anisopoda,(B.L.Rob.) P.M.Peterson,NA,Species,Taxon 64: 458 (2015),NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,60468994-2,NA,NA,https://powo.science.kew.org/taxon/60468994-2,POWO
Chascolytrum erectum,Poaceae,Chascolytrum,erectum,(Lam.) Desv.,NA,Species,Nouv. Bull. Sci. Soc. Philom. Paris 2: 190 (1810),NA,1810,NA,NA,NA,NA,NA,NA,NA,NA,395657-1,NA,NA,https://powo.science.kew.org/taxon/395657-1,POWO
Bromus brachyantherus,Poaceae,Bromus,brachyantherus,Döll,NA,Species,"C.F.P.von Martius & auct. suc. (eds.), Fl. Bras. 2(3): 110 (1878)",NA,1878,NA,NA,NA,NA,NA,NA,NA,NA,393571-1,NA,NA,https://powo.science.kew.org/taxon/393571-1,POWO
Homolepis isocalycina,Poaceae,Homolepis,isocalycina,(G.Mey.) Chase,NA,Species,Proc. Biol. Soc. Washington 24: 117 (1911),NA,1911,NA,NA,NA,NA,NA,NA,NA,NA,123764-2,NA,NA,https://powo.science.kew.org/taxon/123764-2,POWO
Stapfochloa canterae,Poaceae,Stapfochloa,canterae,(Arechav.) P.M.Peterson,NA,Species,Taxon 64: 460 (2015),NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,60469004-2,NA,NA,https://powo.science.kew.org/taxon/60469004-2,POWO
